phase,similarity,pair-id,game,tangrams,is_control,bin,p1_description,p2_description,tangram1_snd,tangram2_snd,interactive_phase_tangram,interactive_phase_snd,thread_avg_snd,tangram_A,tangram_B,context_id,thread_id,sim_A_interactive,sim_B_interactive,avg_sim_AB_interactive,jaccard_index,prepost_avg_snd
post,0.7598947286605835,738,HXJ8rqCutqjpvfhNp,"['page6-209.svg', 'page5-81.svg']",True,2,2 point square right leaning,bird face leave,0.9907407407407408,0.8444444444444444,page6-82,0.9814814814814816,0.938888888888889,page6-209,page5-81,52,6,0.464481770992279,0.3740130066871643,0.4192473888397217,0.0,0.9175925925925926
pre,0.7863103151321411,739,HXJ8rqCutqjpvfhNp,"['page3-188.svg', 'page1-175.svg']",False,1,sheild,slant rectangle lean left,0.9833333333333334,1.0,page7-169,0.95,0.977777777777778,page3-188,page1-175,52,7,0.4431218206882477,0.4293630719184875,0.4362424463033676,0.0,0.9916666666666667
post,0.7862489819526672,739,HXJ8rqCutqjpvfhNp,"['page3-188.svg', 'page1-175.svg']",False,1,sheild,slant rectangle lean left,0.9833333333333334,1.0,page7-169,0.95,0.977777777777778,page3-188,page1-175,52,7,0.4431218206882477,0.4293630719184875,0.4362424463033676,0.0,0.9916666666666667
pre,0.8746662139892578,740,3whbtG3epGkWgTWoq,"['page2-65.svg', 'page2-65.svg']",False,9,boat square,person boat point right,0.825925925925926,0.825925925925926,page2-65,0.825925925925926,0.825925925925926,page2-65,page2-65,65,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.25,0.825925925925926
post,0.8958616852760315,740,3whbtG3epGkWgTWoq,"['page2-65.svg', 'page2-65.svg']",False,9,square boat,person boat point right square head,0.825925925925926,0.825925925925926,page2-65,0.825925925925926,0.825925925925926,page2-65,page2-65,65,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.3333333333333333,0.825925925925926
pre,0.7949553728103638,741,3whbtG3epGkWgTWoq,"['page5-248.svg', 'page6-122.svg']",True,7,house,factory chimney left pointed roof right,0.8111111111111112,0.5666666666666667,page1-133,0.5444444444444445,0.6407407407407407,page5-248,page6-122,65,1,0.7416191101074219,0.6317914724349976,0.6867052912712097,0.0,0.6888888888888889
post,0.7570177912712097,741,3whbtG3epGkWgTWoq,"['page5-248.svg', 'page6-122.svg']",True,7,home window,factory building triangle right square leave,0.8111111111111112,0.5666666666666667,page1-133,0.5444444444444445,0.6407407407407407,page5-248,page6-122,65,1,0.7416191101074219,0.6317914724349976,0.6867052912712097,0.0,0.6888888888888889
pre,0.7536607980728149,742,3whbtG3epGkWgTWoq,"['page1-168.svg', 'page4-247.svg']",True,6,bed slanting headboard,dog animal pointing leave,0.861111111111111,0.8444444444444447,page2-34,0.7611111111111111,0.8222222222222223,page1-168,page4-247,32,2,0.6777089834213257,0.6426781415939331,0.6601935625076294,0.0,0.8527777777777779
post,0.7443937063217163,742,3whbtG3epGkWgTWoq,"['page1-168.svg', 'page4-247.svg']",True,6,bed slant headboard,animal point leave,0.861111111111111,0.8444444444444447,page2-34,0.7611111111111111,0.8222222222222223,page1-168,page4-247,32,2,0.6777089834213257,0.6426781415939331,0.6601935625076294,0.0,0.8527777777777779
pre,0.7741966843605042,743,3whbtG3epGkWgTWoq,"['page5-89.svg', 'page7-70.svg']",False,0,cobra point right,modern building sharp end,0.8181818181818182,0.9907407407407408,page7-79,0.7777777777777777,0.8622334455667788,page5-89,page7-70,10,8,0.3779006898403168,0.3731105923652649,0.3755056411027908,0.0,0.9044612794612795
post,0.7817134261131287,743,3whbtG3epGkWgTWoq,"['page5-89.svg', 'page7-70.svg']",False,0,scorpion point right elevated sting,boat fall left pointy edge face leave,0.8181818181818182,0.9907407407407408,page7-79,0.7777777777777777,0.8622334455667788,page5-89,page7-70,10,8,0.3779006898403168,0.3731105923652649,0.3755056411027908,0.0,0.9044612794612795
pre,0.7536009550094604,744,3whbtG3epGkWgTWoq,"['page4-118.svg', 'page1-183.svg']",False,5,chalice separate triangular lid,arrow face north,0.9851851851851852,0.9,page3-35,0.9916666666666668,0.9589506172839508,page4-118,page1-183,65,3,0.6339114308357239,0.5546596050262451,0.5942855179309845,0.0,0.9425925925925926
post,0.8057974576950073,744,3whbtG3epGkWgTWoq,"['page4-118.svg', 'page1-183.svg']",False,5,candle stick holder separate triangular,arrow face upwards triangle,0.9851851851851852,0.9,page3-35,0.9916666666666668,0.9589506172839508,page4-118,page1-183,65,3,0.6339114308357239,0.5546596050262451,0.5942855179309845,0.0,0.9425925925925926
pre,0.7306281924247742,745,3whbtG3epGkWgTWoq,"['page2-107.svg', 'page6-73.svg']",True,4,aid style cross triangle,jet fly right,0.812962962962963,0.9425925925925924,page1-130,0.977777777777778,0.9111111111111112,page2-107,page6-73,65,4,0.564788818359375,0.5242787599563599,0.5445337891578674,0.0,0.8777777777777778
post,0.8375311493873596,745,3whbtG3epGkWgTWoq,"['page2-107.svg', 'page6-73.svg']",True,4,cross sit triangular base,rectangle miss piece triangle right,0.812962962962963,0.9425925925925924,page1-130,0.977777777777778,0.9111111111111112,page2-107,page6-73,65,4,0.564788818359375,0.5242787599563599,0.5445337891578674,0.0,0.8777777777777778
pre,0.7676926255226135,746,3whbtG3epGkWgTWoq,"['page1-0.svg', 'page4-150.svg']",False,1,block miss piece,rectangular traffic sign sit bent pole,0.8833333333333334,0.9888888888888888,page5-18,0.8611111111111113,0.9111111111111112,page1-0,page4-150,47,7,0.3974091112613678,0.3719562292098999,0.3846826702356338,0.0,0.9361111111111111
post,0.7455957531929016,746,3whbtG3epGkWgTWoq,"['page1-0.svg', 'page4-150.svg']",False,1,block chocolate miss 1 piece,square traffic sign sit crooked pole,0.8833333333333334,0.9888888888888888,page5-18,0.8611111111111113,0.9111111111111112,page1-0,page4-150,47,7,0.3974091112613678,0.3719562292098999,0.3846826702356338,0.0,0.9361111111111111
pre,0.7810447216033936,747,3whbtG3epGkWgTWoq,"['page5-154.svg', 'page2-157.svg']",True,3,piece item arrow pointing upward,break umbrella,1.0,0.9611111111111112,page6-207,0.977777777777778,0.9796296296296296,page5-154,page2-157,65,5,0.5197885632514954,0.5154973268508911,0.5176429450511932,0.0,0.9805555555555556
post,0.8182246088981628,747,3whbtG3epGkWgTWoq,"['page5-154.svg', 'page2-157.svg']",True,3,arrow pointing upwards hexagonal shape,triangle slant pole,1.0,0.9611111111111112,page6-207,0.977777777777778,0.9796296296296296,page5-154,page2-157,65,5,0.5197885632514954,0.5154973268508911,0.5176429450511932,0.0,0.9805555555555556
pre,0.8213787078857422,748,3whbtG3epGkWgTWoq,"['page5-210.svg', 'page6-9.svg']",False,2,arrow face south,bird swoop downwards wing,0.962962962962963,0.9333333333333332,page5-132,0.9851851851851852,0.960493827160494,page5-210,page6-9,30,6,0.4745730757713318,0.4604999423027038,0.4675365090370178,0.0,0.9481481481481482
post,0.8046351671218872,748,3whbtG3epGkWgTWoq,"['page5-210.svg', 'page6-9.svg']",False,2,upside arrow triangle,bird fly directly downward,0.962962962962963,0.9333333333333332,page5-132,0.9851851851851852,0.960493827160494,page5-210,page6-9,30,6,0.4745730757713318,0.4604999423027038,0.4675365090370178,0.0,0.9481481481481482
pre,0.8566194176673889,749,3whbtG3epGkWgTWoq,"['page6-155.svg', 'page6-164.svg']",True,8,bird pointing leave,peck turkey,1.0,0.8962962962962961,page6-83,0.977777777777778,0.9580246913580248,page6-155,page6-164,44,0,0.793247640132904,0.7389746904373169,0.7661111652851105,0.0,0.9481481481481481
post,0.8173274993896484,749,3whbtG3epGkWgTWoq,"['page6-155.svg', 'page6-164.svg']",True,8,dinasour triangular foot pointing leave,chicken fall right point beak,1.0,0.8962962962962961,page6-83,0.977777777777778,0.9580246913580248,page6-155,page6-164,44,0,0.793247640132904,0.7389746904373169,0.7661111652851105,0.0,0.9481481481481481
pre,0.7950719594955444,750,rD3tT6TFviEKWgKY3,"['page5-144.svg', 'page5-44.svg']",False,3,upwards spiky arrow,rocket flame,0.7777777777777779,0.9055555555555556,page6-150,0.9407407407407408,0.8746913580246914,page5-144,page5-44,49,5,0.5462186336517334,0.4723986685276031,0.5093086510896683,0.0,0.8416666666666668
post,0.7721824645996094,750,rD3tT6TFviEKWgKY3,"['page5-144.svg', 'page5-44.svg']",False,3,upwards face arrow pointy bit,kid building block creation,0.7777777777777779,0.9055555555555556,page6-150,0.9407407407407408,0.8746913580246914,page5-144,page5-44,49,5,0.5462186336517334,0.4723986685276031,0.5093086510896683,0.0,0.8416666666666668
pre,0.8356558680534363,751,rD3tT6TFviEKWgKY3,"['page8-247.svg', 'page5-84.svg']",False,7,gallop horse left,horse,0.6333333333333334,0.5111111111111112,page8-249,0.8444444444444444,0.662962962962963,page8-247,page5-84,49,1,0.7320241928100586,0.6791262626647949,0.7055752277374268,1.0,0.5722222222222223
post,0.892789900302887,751,rD3tT6TFviEKWgKY3,"['page8-247.svg', 'page5-84.svg']",False,7,horse kick leg,horse tail spiky look leg,0.6333333333333334,0.5111111111111112,page8-249,0.8444444444444444,0.662962962962963,page8-247,page5-84,49,1,0.7320241928100586,0.6791262626647949,0.7055752277374268,0.4,0.5722222222222223
pre,0.7841833233833313,752,rD3tT6TFviEKWgKY3,"['page3-122.svg', 'page5-220.svg']",True,0,human arm outstretche,batman logo,0.974074074074074,0.9907407407407408,page3-193,0.965277777777778,0.9766975308641976,page3-122,page5-220,11,8,0.376280665397644,0.3687169849872589,0.3724988251924515,0.0,0.9824074074074074
post,0.7619930505752563,752,rD3tT6TFviEKWgKY3,"['page3-122.svg', 'page5-220.svg']",True,0,person hand outstretche,dracula horn cape,0.974074074074074,0.9907407407407408,page3-193,0.965277777777778,0.9766975308641976,page3-122,page5-220,11,8,0.376280665397644,0.3687169849872589,0.3724988251924515,0.0,0.9824074074074074
pre,0.740409791469574,753,rD3tT6TFviEKWgKY3,"['page7-133.svg', 'page5-60.svg']",True,4,boat shape extra triangle,small mountain,0.8444444444444444,0.976851851851852,page3-176,0.95,0.9237654320987656,page7-133,page5-60,49,4,0.5917257070541382,0.5584173202514648,0.5750715136528015,0.0,0.9106481481481482
post,0.7236175537109375,753,rD3tT6TFviEKWgKY3,"['page7-133.svg', 'page5-60.svg']",True,4,upside diamond extra triangle add house,small mountain,0.8444444444444444,0.976851851851852,page3-176,0.95,0.9237654320987656,page7-133,page5-60,49,4,0.5917257070541382,0.5584173202514648,0.5750715136528015,0.0,0.9106481481481482
pre,0.8134121298789978,754,rD3tT6TFviEKWgKY3,"['page4-16.svg', 'page4-89.svg']",False,8,person take step left,pan backwards arm,0.8407407407407407,0.8796296296296295,page3-207,0.7388888888888889,0.8197530864197531,page4-16,page4-89,49,0,0.7851440906524658,0.6716755032539368,0.7284097969532013,0.0,0.8601851851851852
post,0.8451554775238037,754,rD3tT6TFviEKWgKY3,"['page4-16.svg', 'page4-89.svg']",False,8,person face leave foot kick,man arm face backwards kneel,0.8407407407407407,0.8796296296296295,page3-207,0.7388888888888889,0.8197530864197531,page4-16,page4-89,49,0,0.7851440906524658,0.6716755032539368,0.7284097969532013,0.2,0.8601851851851852
pre,0.7600865960121155,755,rD3tT6TFviEKWgKY3,"['page1-105.svg', 'page1-125.svg']",False,5,vampire tooth,bridge crown shape white cut,0.962962962962963,0.8455555555555556,page5-74,0.977777777777778,0.9287654320987656,page1-105,page1-125,49,3,0.6330639719963074,0.5906682014465332,0.6118660867214203,0.0,0.9042592592592593
post,0.7774520516395569,755,rD3tT6TFviEKWgKY3,"['page1-105.svg', 'page1-125.svg']",False,5,vampire fang,bridge crown shape cutout underneath,0.962962962962963,0.8455555555555556,page5-74,0.977777777777778,0.9287654320987656,page1-105,page1-125,49,3,0.6330639719963074,0.5906682014465332,0.6118660867214203,0.0,0.9042592592592593
pre,0.7838954925537109,756,rD3tT6TFviEKWgKY3,"['page1-167.svg', 'page1-148.svg']",True,1,fishing hook,elephant face,0.9111111111111112,0.977777777777778,page9-25,1.0,0.9629629629629628,page1-167,page1-148,21,7,0.4407203197479248,0.4292226433753967,0.4349714815616607,0.0,0.9444444444444446
post,0.783997118473053,756,rD3tT6TFviEKWgKY3,"['page1-167.svg', 'page1-148.svg']",True,1,fishing hook,elephant face,0.9111111111111112,0.977777777777778,page9-25,1.0,0.9629629629629628,page1-167,page1-148,21,7,0.4407203197479248,0.4292226433753967,0.4349714815616607,0.0,0.9444444444444446
pre,0.7498198747634888,757,rD3tT6TFviEKWgKY3,"['page1-83.svg', 'page1-83.svg']",True,9,gladiator helme,house shape white cut fox,0.961111111111111,0.961111111111111,page1-83,0.961111111111111,0.9611111111111108,page1-83,page1-83,49,9,0.9999998211860656,0.9999998211860656,0.9999998211860656,0.0,0.961111111111111
post,0.9999977946281432,757,rD3tT6TFviEKWgKY3,"['page1-83.svg', 'page1-83.svg']",True,9,gladiator helmet,gladiator helmet,0.961111111111111,0.961111111111111,page1-83,0.961111111111111,0.9611111111111108,page1-83,page1-83,49,9,0.9999998211860656,0.9999998211860656,0.9999998211860656,1.0,0.961111111111111
pre,0.7589812278747559,758,rD3tT6TFviEKWgKY3,"['page2-146.svg', 'page3-4.svg']",True,2,person drop left shoulder right,information icon,0.888888888888889,0.962962962962963,page9-29,0.911851851851852,0.9212345679012346,page2-146,page3-4,49,6,0.4802374839782715,0.4448367357254028,0.4625371098518371,0.0,0.925925925925926
post,0.7913286685943604,758,rD3tT6TFviEKWgKY3,"['page2-146.svg', 'page3-4.svg']",True,2,person drop shoulder,arrow face upwards diamond,0.888888888888889,0.962962962962963,page9-29,0.911851851851852,0.9212345679012346,page2-146,page3-4,49,6,0.4802374839782715,0.4448367357254028,0.4625371098518371,0.0,0.925925925925926
pre,0.827787458896637,759,rD3tT6TFviEKWgKY3,"['page3-198.svg', 'page4-47.svg']",False,6,man pray,person kneel arm  right angle,0.937037037037037,0.7092592592592593,page-D,0.9611111111111112,0.8691358024691359,page3-198,page4-47,42,2,0.6559743285179138,0.6414077281951904,0.6486910283565521,0.0,0.8231481481481482
post,0.8922216892242432,759,rD3tT6TFviEKWgKY3,"['page3-198.svg', 'page4-47.svg']",False,6,person pray left,person knee pray,0.937037037037037,0.7092592592592593,page-D,0.9611111111111112,0.8691358024691359,page3-198,page4-47,42,2,0.6559743285179138,0.6414077281951904,0.6486910283565521,0.6666666666666666,0.8231481481481482
pre,0.7778794169425964,760,LYvnioYGtCpdKE5y2,"['page6-6.svg', 'page7-239.svg']",True,4,select guy squat,head body taper wide leg,0.9111111111111112,0.951851851851852,page7-218,0.9907407407407408,0.9512345679012348,page6-6,page7-239,46,4,0.5589561462402344,0.4933428168296814,0.5261494815349579,0.0,0.9314814814814816
post,0.7993206977844238,760,LYvnioYGtCpdKE5y2,"['page6-6.svg', 'page7-239.svg']",True,4,man squat,small head leg wide apart,0.9111111111111112,0.951851851851852,page7-218,0.9907407407407408,0.9512345679012348,page6-6,page7-239,46,4,0.5589561462402344,0.4933428168296814,0.5261494815349579,0.0,0.9314814814814816
pre,0.7421606183052063,761,LYvnioYGtCpdKE5y2,"['page9-15.svg', 'page7-17.svg']",True,0,letter alphabet,select boot,0.861111111111111,0.977777777777778,page8-156,1.0,0.9462962962962964,page9-15,page7-17,8,8,0.3445070087909698,0.3098478317260742,0.327177420258522,0.0,0.9194444444444445
post,0.7497308254241943,761,LYvnioYGtCpdKE5y2,"['page9-15.svg', 'page7-17.svg']",True,0,letter j exactly,big boot,0.861111111111111,0.977777777777778,page8-156,1.0,0.9462962962962964,page9-15,page7-17,8,8,0.3445070087909698,0.3098478317260742,0.327177420258522,0.0,0.9194444444444445
pre,0.7308922410011292,762,LYvnioYGtCpdKE5y2,"['page8-77.svg', 'page6-205.svg']",True,2,face wear hat slope,select arrow pointing,0.937037037037037,0.9537037037037038,page7-33,0.9583333333333331,0.9496913580246912,page8-77,page6-205,46,6,0.4908056259155273,0.4358140826225281,0.4633098542690277,0.0,0.9453703703703704
post,0.7820174098014832,762,LYvnioYGtCpdKE5y2,"['page8-77.svg', 'page6-205.svg']",True,2,man hat facing leave,jet,0.937037037037037,0.9537037037037038,page7-33,0.9583333333333331,0.9496913580246912,page8-77,page6-205,46,6,0.4908056259155273,0.4358140826225281,0.4633098542690277,0.0,0.9453703703703704
pre,0.7817289233207703,763,LYvnioYGtCpdKE5y2,"['page6-105.svg', 'page3-121.svg']",False,5,select ramp,block- big right flat taper leave,0.9666666666666666,0.9444444444444444,page5-198,0.977777777777778,0.9629629629629628,page6-105,page3-121,12,3,0.62864750623703,0.5057438611984253,0.5671956837177277,0.0,0.9555555555555555
post,0.7340655326843262,763,LYvnioYGtCpdKE5y2,"['page6-105.svg', 'page3-121.svg']",False,5,ship,big block leave drop bit,0.9666666666666666,0.9444444444444444,page5-198,0.977777777777778,0.9629629629629628,page6-105,page3-121,12,3,0.62864750623703,0.5057438611984253,0.5671956837177277,0.0,0.9555555555555555
pre,0.7550698518753052,764,LYvnioYGtCpdKE5y2,"['page3-66.svg', 'page6-121.svg']",False,8,long flat knife handle,select ramp,1.0,1.0,page4-156,0.8444444444444447,0.9481481481481482,page3-66,page6-121,46,0,0.7690582275390625,0.6709780097007751,0.7200181186199188,0.0,1.0
post,0.8909636735916138,764,LYvnioYGtCpdKE5y2,"['page3-66.svg', 'page6-121.svg']",False,8,long blade knife handle,butcher knife,1.0,1.0,page4-156,0.8444444444444447,0.9481481481481482,page3-66,page6-121,46,0,0.7690582275390625,0.6709780097007751,0.7200181186199188,0.5,1.0
pre,0.7430070042610168,765,LYvnioYGtCpdKE5y2,"['page6-168.svg', 'page6-168.svg']",False,9,select ramp,bridge span left long,0.9833333333333334,0.9833333333333334,page6-168,0.9833333333333334,0.9833333333333334,page6-168,page6-168,46,9,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,0.9833333333333334
post,0.7741751074790955,765,LYvnioYGtCpdKE5y2,"['page6-168.svg', 'page6-168.svg']",False,9,mountain,bridge- long span left,0.9833333333333334,0.9833333333333334,page6-168,0.9833333333333334,0.9833333333333334,page6-168,page6-168,46,9,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,0.9833333333333334
pre,0.7676538228988647,766,LYvnioYGtCpdKE5y2,"['page7-219.svg', 'page5-85.svg']",False,1,select seat,cat- head body upright tail left- look right,0.9888888888888888,0.5166666666666668,page8-217,0.9925925925925926,0.8327160493827162,page7-219,page5-85,46,7,0.4406063556671142,0.4386851191520691,0.4396457374095917,0.0,0.7527777777777778
post,0.7590407729148865,766,LYvnioYGtCpdKE5y2,"['page7-219.svg', 'page5-85.svg']",False,1,trumpet,fox lead tail leave,0.9888888888888888,0.5166666666666668,page8-217,0.9925925925925926,0.8327160493827162,page7-219,page5-85,46,7,0.4406063556671142,0.4386851191520691,0.4396457374095917,0.0,0.7527777777777778
pre,0.7663131952285767,767,LYvnioYGtCpdKE5y2,"['page7-34.svg', 'page6-86.svg']",False,6,fighter plan big tail area,select cat,0.8666666666666666,0.8888888888888887,page8-235,0.9333333333333332,0.8962962962962963,page7-34,page6-86,20,2,0.6847809553146362,0.6657729148864746,0.6752769351005554,0.0,0.8777777777777777
post,0.7838569283485413,767,LYvnioYGtCpdKE5y2,"['page7-34.svg', 'page6-86.svg']",False,6,fighter jet point rigth big tail,dog head left,0.8666666666666666,0.8888888888888887,page8-235,0.9333333333333332,0.8962962962962963,page7-34,page6-86,20,2,0.6847809553146362,0.6657729148864746,0.6752769351005554,0.0,0.8777777777777777
pre,0.7652860283851624,768,LYvnioYGtCpdKE5y2,"['page6-196.svg', 'page6-172.svg']",True,7,person kneel prayer,select human running,0.7166666666666666,0.7,page6-192,0.6444444444444445,0.687037037037037,page6-196,page6-172,6,1,0.7289259433746338,0.5797598361968994,0.6543428897857666,0.0,0.7083333333333333
post,0.7827088236808777,768,LYvnioYGtCpdKE5y2,"['page6-196.svg', 'page6-172.svg']",True,7,pray person face right kneeling,gun,0.7166666666666666,0.7,page6-192,0.6444444444444445,0.687037037037037,page6-196,page6-172,6,1,0.7289259433746338,0.5797598361968994,0.6543428897857666,0.0,0.7083333333333333
pre,0.7687868475914001,769,LYvnioYGtCpdKE5y2,"['page8-195.svg', 'page3-95.svg']",True,3,select anchor,big block right small far leave chunk,0.888888888888889,0.961111111111111,page7-149,0.9666666666666666,0.9388888888888888,page8-195,page3-95,46,5,0.4977190196514129,0.4907408356666565,0.4942299276590347,0.0,0.925
post,0.7638362646102905,769,LYvnioYGtCpdKE5y2,"['page8-195.svg', 'page3-95.svg']",True,3,jet,big block butcher knife face,0.888888888888889,0.961111111111111,page7-149,0.9666666666666666,0.9388888888888888,page8-195,page3-95,46,5,0.4977190196514129,0.4907408356666565,0.4942299276590347,0.0,0.925
pre,0.8094183802604675,770,oizGphvW6GLboKDXN,"['page4-194.svg', 'page3-153.svg']",True,1,bird head point left,person fall forward,0.9611111111111112,0.9324074074074076,page4-204,0.962962962962963,0.9521604938271606,page4-194,page3-153,10,7,0.4124897122383117,0.3983299732208252,0.4054098427295685,0.0,0.9467592592592594
post,0.7888341546058655,770,oizGphvW6GLboKDXN,"['page4-194.svg', 'page3-153.svg']",True,1,bird head look left,person fall,0.9611111111111112,0.9324074074074076,page4-204,0.962962962962963,0.9521604938271606,page4-194,page3-153,10,7,0.4124897122383117,0.3983299732208252,0.4054098427295685,0.0,0.9467592592592594
pre,0.7597570419311523,771,oizGphvW6GLboKDXN,"['page1-110.svg', 'page3-139.svg']",False,5,chimney,symmetrical shape kind person face forward,0.9240740740740744,0.9935185185185184,page1-29,0.977777777777778,0.9651234567901236,page1-110,page3-139,58,3,0.6099254488945007,0.5528925657272339,0.5814090073108673,0.0,0.9587962962962964
post,0.8053033351898193,771,oizGphvW6GLboKDXN,"['page1-110.svg', 'page3-139.svg']",False,5,fiire,symmetrical shape look bit fire sqaure,0.9240740740740744,0.9935185185185184,page1-29,0.977777777777778,0.9651234567901236,page1-110,page3-139,58,3,0.6099254488945007,0.5528925657272339,0.5814090073108673,0.0,0.9587962962962964
pre,0.8200515508651733,772,oizGphvW6GLboKDXN,"['page1-162.svg', 'page5-128.svg']",True,6,half scarf,square left neck exntede right,0.9,0.9925925925925926,page6-168,0.9833333333333334,0.958641975308642,page1-162,page5-128,19,2,0.6554697155952454,0.576064944267273,0.6157673299312592,0.0,0.9462962962962963
post,0.8621798157691956,772,oizGphvW6GLboKDXN,"['page1-162.svg', 'page5-128.svg']",True,6,wig,look bit wig,0.9,0.9925925925925926,page6-168,0.9833333333333334,0.958641975308642,page1-162,page5-128,19,2,0.6554697155952454,0.576064944267273,0.6157673299312592,0.3333333333333333,0.9462962962962963
pre,0.7637321949005127,773,oizGphvW6GLboKDXN,"['page7-46.svg', 'page6-52.svg']",True,0,bird bend right,7,0.9916666666666668,1.0,page9-34,1.0,0.9972222222222222,page7-46,page6-52,30,8,0.3919314444065094,0.3437552452087402,0.3678433448076248,0.0,0.9958333333333333
post,0.8102766275405884,773,oizGphvW6GLboKDXN,"['page7-46.svg', 'page6-52.svg']",True,0,tall bird bend peck right,big square point right,0.9916666666666668,1.0,page9-34,1.0,0.9972222222222222,page7-46,page6-52,30,8,0.3919314444065094,0.3437552452087402,0.3678433448076248,0.25,0.9958333333333333
pre,0.7859410643577576,774,oizGphvW6GLboKDXN,"['page4-81.svg', 'page4-81.svg']",True,9,person point floor,person hand greeting left,0.9703703703703704,0.9703703703703704,page4-81,0.9703703703703704,0.9703703703703704,page4-81,page4-81,58,9,1.0,1.0,1.0,0.25,0.9703703703703704
post,0.9353758692741394,774,oizGphvW6GLboKDXN,"['page4-81.svg', 'page4-81.svg']",True,9,person point floor,person point floor face leave,0.9703703703703704,0.9703703703703704,page4-81,0.9703703703703704,0.9703703703703704,page4-81,page4-81,58,9,1.0,1.0,1.0,0.6,0.9703703703703704
pre,0.7594014406204224,775,oizGphvW6GLboKDXN,"['page4-185.svg', 'page7-125.svg']",False,2,z,wide pillar lean left,0.95,0.9935185185185184,page7-69,0.977777777777778,0.9737654320987654,page4-185,page7-125,27,6,0.4670010209083557,0.4594331979751587,0.4632171094417572,0.0,0.9717592592592592
post,0.7718683481216431,775,oizGphvW6GLboKDXN,"['page4-185.svg', 'page7-125.svg']",False,2,z,tall thick shape triangle left,0.95,0.9935185185185184,page7-69,0.977777777777778,0.9737654320987654,page4-185,page7-125,27,6,0.4670010209083557,0.4594331979751587,0.4632171094417572,0.0,0.9717592592592592
pre,0.7882605791091919,776,oizGphvW6GLboKDXN,"['page5-145.svg', 'page2-24.svg']",True,4,mountain shape,3 triangle,0.7777777777777779,0.9277777777777778,page2-170,0.8925925925925926,0.8660493827160494,page5-145,page2-24,58,4,0.5763866305351257,0.5116819739341736,0.5440343022346497,0.0,0.8527777777777779
post,0.8324607014656067,776,oizGphvW6GLboKDXN,"['page5-145.svg', 'page2-24.svg']",True,4,symmetrical shape triangle look bit bird wing,3 triangle square right,0.7777777777777779,0.9277777777777778,page2-170,0.8925925925925926,0.8660493827160494,page5-145,page2-24,58,4,0.5763866305351257,0.5116819739341736,0.5440343022346497,0.25,0.8527777777777779
pre,0.7732256054878235,777,oizGphvW6GLboKDXN,"['page3-198.svg', 'page7-86.svg']",False,7,teacher provide instruction point left,person knee,0.937037037037037,0.9333333333333332,page4-11,0.738888888888889,0.869753086419753,page3-198,page7-86,12,1,0.7454822659492493,0.7172858715057373,0.7313840687274933,0.0,0.9351851851851851
post,0.8559829592704773,777,oizGphvW6GLboKDXN,"['page3-198.svg', 'page7-86.svg']",False,7,person sit point forward left,person look right big square,0.937037037037037,0.9333333333333332,page4-11,0.738888888888889,0.869753086419753,page3-198,page7-86,12,1,0.7454822659492493,0.7172858715057373,0.7313840687274933,0.2,0.9351851851851851
pre,0.8148809671401978,778,oizGphvW6GLboKDXN,"['page6-83.svg', 'page6-164.svg']",False,8,dinosaur head raise,bird face right,0.977777777777778,0.8962962962962961,page6-155,1.0,0.9580246913580248,page6-83,page6-164,54,0,0.793247640132904,0.7480684518814087,0.7706580460071564,0.0,0.9370370370370371
post,0.8001918196678162,778,oizGphvW6GLboKDXN,"['page6-83.svg', 'page6-164.svg']",False,8,giraffe,bird face point right,0.977777777777778,0.8962962962962961,page6-155,1.0,0.9580246913580248,page6-83,page6-164,54,0,0.793247640132904,0.7480684518814087,0.7706580460071564,0.0,0.9370370370370371
pre,0.7619532942771912,779,Tc2wRMWLp4GmwgzZe,"['page2-21.svg', 'page7-10.svg']",False,4,trophy big pointy handle triangular base,person wear witch hat,0.9907407407407408,0.7611111111111111,page2-20,1.0,0.917283950617284,page2-21,page7-10,12,4,0.5957609415054321,0.5058064460754395,0.5507836937904358,0.0,0.875925925925926
post,0.7820540070533752,779,Tc2wRMWLp4GmwgzZe,"['page2-21.svg', 'page7-10.svg']",False,4,head big pointy ear trophy large handle triangular base,person wear witch hat,0.9907407407407408,0.7611111111111111,page2-20,1.0,0.917283950617284,page2-21,page7-10,12,4,0.5957609415054321,0.5058064460754395,0.5507836937904358,0.0,0.875925925925926
pre,0.7826968431472778,780,Tc2wRMWLp4GmwgzZe,"['page4-162.svg', 'page4-247.svg']",False,6,giraffe leg,chair bent,0.8666666666666666,0.8444444444444447,page7-236,0.9222222222222224,0.8777777777777779,page4-162,page4-247,28,2,0.6774824857711792,0.5625037550926208,0.6199931204319,0.0,0.8555555555555556
post,0.7830302119255066,780,Tc2wRMWLp4GmwgzZe,"['page4-162.svg', 'page4-247.svg']",False,6,goose swan visible leg square body head left,chair bent,0.8666666666666666,0.8444444444444447,page7-236,0.9222222222222224,0.8777777777777779,page4-162,page4-247,28,2,0.6774824857711792,0.5625037550926208,0.6199931204319,0.0,0.8555555555555556
