key,pair0_image_sim,pair1_image_sim,gt,eq,lt,human_judgement,pair0_phase2_image,pair0_phase3_image,pair1_phase2_image,pair1_phase3_image,sim_diff
W1KFOE1JPCuih7VOLMpY,1.0,0.8550229072570801,0,1,0,0.0,page1-116.svg,page1-116.svg,page6-179.svg,page6-181.svg,0.14497709274291992
W20HJbjnC5VXpYxqwbU5,0.1462367624044418,0.4232399761676788,0,1,0,0.0,page4-197.svg,page1-54.svg,page7-97.svg,page8-169.svg,-0.277003213763237
W3EN4JnWS2uUqrBXDuhF,0.6879882216453552,0.745894730091095,1,0,0,1.0,page8-240.svg,page1-25.svg,page4-247.svg,page1-122.svg,-0.057906508445739746
W3K8WvBXmMWbyv6dnSAw,-0.0107700740918517,0.6392082571983337,0,0,1,-1.0,page7-41.svg,page6-27.svg,page5-85.svg,page5-80.svg,-0.6499783312901855
W3eP7pX9mHHmpE5hWfik,0.1219360530376434,0.0624181218445301,1,0,0,1.0,page5-74.svg,page2-129.svg,page2-145.svg,page1-25.svg,0.059517931193113306
W3xePE30jq0GgXiIVkQ4,0.0919656828045845,0.3687168955802917,0,0,1,-1.0,page2-129.svg,page1-105.svg,page3-193.svg,page5-220.svg,-0.2767512127757072
W57eGslhJR5E1cHXcDp2,0.5143974423408508,0.3817015886306762,1,0,0,1.0,page7-10.svg,page5-145.svg,page5-122.svg,page6-9.svg,0.13269585371017462
W6Q1z7K5nn2VT8UZZ1U2,1.0,0.44802325963974,1,0,0,1.0,page7-148.svg,page7-148.svg,page7-59.svg,page5-165.svg,0.55197674036026
WBbhxL9ncO9Sn8OBKPQP,1.0,0.3687168955802917,1,0,0,1.0,page2-88.svg,page2-88.svg,page5-220.svg,page3-193.svg,0.6312831044197083
WECTbasHdOGT16R6lBhH,-0.0309513621032238,0.5053821206092834,0,0,1,-1.0,page2-157.svg,page5-104.svg,page4-177.svg,page7-236.svg,-0.5363334827125072
WH1onLKNrZ7Fgw3yLTrQ,0.6428009271621704,0.6286475658416748,0,0,1,-1.0,page7-145.svg,page8-189.svg,page5-198.svg,page6-105.svg,0.014153361320495605
WKAotc8tGgSCI8mvikhT,-0.1479677855968475,0.4652636349201202,0,0,1,-1.0,page2-133.svg,page5-74.svg,page5-38.svg,page8-20.svg,-0.6132314205169677
WLG5PLiRI7sInu1sfgPe,0.2099378705024719,-0.0764272734522819,1,0,0,1.0,page4-16.svg,page2-74.svg,page7-234.svg,page3-206.svg,0.28636514395475376
WMpabYApNwRgvmGtRiH2,0.0948372706770896,0.0817278623580932,0,0,1,-1.0,page8-63.svg,page6-121.svg,page9-29.svg,page6-83.svg,0.013109408318996388
WNcpiWi7XIfAWZ5zJETq,0.3978582620620727,0.1758893877267837,1,0,0,1.0,page4-197.svg,page6-234.svg,page8-166.svg,page7-13.svg,0.221968874335289
WOv5ZluaWljbG0xsEXR2,0.6603108048439026,0.6646162271499634,0,0,1,-1.0,page8-152.svg,page6-186.svg,page2-72.svg,page2-65.svg,-0.004305422306060791
WP4TbaenhPXJEyro1JTO,0.2059657573699951,0.0600307807326316,1,0,0,1.0,page5-176.svg,page6-6.svg,page1-75.svg,page7-15.svg,0.1459349766373635
WP5s01XU93BE4vLLQxEl,0.7525508403778076,1.0,0,0,1,-1.0,page4-16.svg,page6-171.svg,page8-249.svg,page8-249.svg,-0.24744915962219238
WPUR4tyUWHHdJEfDmxL5,0.7666731476783752,1.0,0,1,0,0.0,page5-122.svg,page1-148.svg,page4-239.svg,page4-239.svg,-0.23332685232162476
WPjVy6IBCZMagGq8tqap,0.2002124190330505,0.70191890001297,0,0,1,-1.0,page4-197.svg,page6-163.svg,page3-66.svg,page6-121.svg,-0.5017064809799194
WRoDK2fAnP33c9RCpo33,0.1003042012453079,0.5041455626487732,0,0,1,-1.0,page5-246.svg,page4-212.svg,page7-226.svg,page6-234.svg,-0.40384136140346527
WSBp4pO6OJKGcmMskNen,0.3386389315128326,0.5290096402168274,1,0,0,1.0,page6-92.svg,page6-164.svg,page4-140.svg,page2-189.svg,-0.1903707087039948
WUAkAZwY2g8E5O2nGCfB,0.5848737359046936,0.3474637567996979,1,0,0,1.0,page4-180.svg,page3-180.svg,page7-234.svg,page1-85.svg,0.23740997910499573
WVvjmwYu9DRagm76vLLH,0.4155074059963226,-0.1209647431969642,1,0,0,1.0,page9-4.svg,page9-11.svg,page3-69.svg,page4-89.svg,0.5364721491932868
WWvod22QsB7fxfIkOphu,0.6530142426490784,0.2498755902051925,0,0,1,-1.0,page1-90.svg,page2-131.svg,page3-128.svg,page4-233.svg,0.40313865244388586
WXZASjnrINkggJ15Ooxx,0.4740646779537201,1.0,0,0,1,-1.0,page8-180.svg,page9-11.svg,page1-27.svg,page1-27.svg,-0.5259353220462799
WXaZ1BHAUUhgj6drDmTT,0.0343699641525745,0.4895277619361877,0,0,1,-1.0,page3-193.svg,page6-96.svg,page7-166.svg,page1-113.svg,-0.4551577977836132
WYtGU40rMNF2FqdDOn0n,0.5478112697601318,0.4211641550064087,0,0,1,-1.0,page2-155.svg,page7-236.svg,page6-43.svg,page4-183.svg,0.12664711475372314
WbbZQBmWrq85Qym7OBtb,0.1652224957942962,0.4605000019073486,0,0,1,-1.0,page8-160.svg,page3-207.svg,page5-132.svg,page6-9.svg,-0.29527750611305237
WeSZPNPs1GJPAI5XlI3f,0.7851441502571106,0.4753685593605041,1,0,0,1.0,page4-16.svg,page3-207.svg,page4-59.svg,page5-178.svg,0.3097755908966065
WfonjiPa1UBh6iZub4Al,0.0726618766784668,-0.0941013768315315,1,0,0,1.0,page1-29.svg,page7-125.svg,page5-105.svg,page1-147.svg,0.1667632535099983
WnTkBmYHBbfFquDVVV5Z,-0.053492609411478,-0.0889944061636924,1,0,0,1.0,page1-125.svg,page2-163.svg,page2-133.svg,page6-121.svg,0.035501796752214404
WonqbXERzH3paMmFtuF8,-0.1526413559913635,0.2237587422132492,0,0,1,-1.0,page4-97.svg,page5-134.svg,page1-162.svg,page7-185.svg,-0.37640009820461273
Wv1IB1YnremMAhRPId6a,0.106422834098339,0.1123448684811592,1,0,0,1.0,page5-220.svg,page5-246.svg,page3-207.svg,page5-84.svg,-0.005922034382820199
WvfHpQfhsQWQo6rgOXaO,0.1773925125598907,0.544791579246521,1,0,0,1.0,page6-160.svg,page5-210.svg,page8-240.svg,page6-127.svg,-0.3673990666866303
X2jnu42TUlA0Gz7egafr,0.3206037282943725,-0.1765806823968887,1,0,0,1.0,page8-235.svg,page7-188.svg,page7-109.svg,page4-16.svg,0.4971844106912612
X2qJqiCQlSDaKES0s71q,-0.1151448488235473,0.3644135296344757,0,0,2,-1.0,page2-148.svg,page7-133.svg,page1-73.svg,page9-23.svg,-0.479558378458023
X3D7TctPVEc6q191O7U4,-0.0655418932437896,-0.0629720836877822,1,0,0,1.0,page2-88.svg,page6-196.svg,page2-65.svg,page6-181.svg,-0.002569809556007399
X6swTtNzXtWkFwwfrlyp,-0.0684661790728569,0.0154789946973323,0,1,0,0.0,page2-157.svg,page5-37.svg,page2-105.svg,page2-124.svg,-0.0839451737701892
X7ZxnvqJx5e8fVUo7lYb,0.1727606058120727,0.5816596150398254,0,0,1,-1.0,page7-41.svg,page1-77.svg,page2-106.svg,page1-95.svg,-0.40889900922775274
X8VuQzycz52tRigAMuNZ,0.0252928715199232,-0.1808411180973053,1,0,0,1.0,page8-207.svg,page4-110.svg,page5-134.svg,page7-34.svg,0.2061339896172285
XMOBzYz90Wedj4xD8i6x,0.5058064460754395,-0.1068425700068473,1,0,0,1.0,page2-20.svg,page7-10.svg,page2-59.svg,page3-71.svg,0.6126490160822867
XN9rbzRHyhpdwcPRKhNE,0.5011908411979675,0.5158463716506958,1,0,0,1.0,page5-43.svg,page9-31.svg,page7-236.svg,page6-155.svg,-0.014655530452728271
XO6dCSf3LlirETb3jqGh,-0.0482854954898357,0.0530916340649127,0,0,1,-1.0,page5-85.svg,page3-135.svg,page2-64.svg,page5-87.svg,-0.1013771295547484
XOERXU0gRiFdIeq6rX4V,0.6099254488945007,-0.0046573714353144,1,0,0,1.0,page1-110.svg,page1-29.svg,page7-191.svg,page2-17.svg,0.6145828203298151
XQe1YIbPSvopKtHwaYRu,0.3553622364997864,0.172358900308609,0,0,1,-1.0,page7-17.svg,page9-13.svg,page7-79.svg,page4-127.svg,0.18300333619117737
XTg7t2HkSQjQdOWzIenY,0.0085315201431512,0.4343647956848144,0,1,0,0.0,page7-59.svg,page1-133.svg,page6-80.svg,page5-123.svg,-0.42583327554166317
XYMCSdSYMvs42KzCUYyC,-0.1446500271558761,0.1577313095331192,0,1,0,0.0,page6-83.svg,page1-150.svg,page6-205.svg,page6-117.svg,-0.3023813366889953
XdAP1yxidHNgPReC862v,-0.075852058827877,0.7480684518814087,0,0,1,-1.0,page4-166.svg,page3-37.svg,page6-155.svg,page6-164.svg,-0.8239205107092857
XeUn0kUah2TV5WiWtZbA,1.0,0.0956360772252082,2,0,0,1.0,page7-132.svg,page7-132.svg,page8-244.svg,page8-11.svg,0.9043639227747918
Xg6U8NGUhNRu4mpARwax,0.1406655609607696,0.5048357248306274,1,0,0,1.0,page7-252.svg,page1-25.svg,page5-102.svg,page2-39.svg,-0.36417016386985784
XgiNV4hGU6yNjTVJiKd7,-0.0571117214858531,1.0,0,0,1,-1.0,page2-48.svg,page5-80.svg,page1-16.svg,page1-16.svg,-1.0571117214858532
XgyaMQ6BwNW9OWr0iIKO,0.6813094019889832,0.0611031427979469,1,0,0,1.0,page5-174.svg,page5-252.svg,page5-122.svg,page2-88.svg,0.6202062591910362
XiVgJAURNw50OP3GlzXn,0.4322856068611145,0.3814444541931152,0,0,1,-1.0,page8-118.svg,page5-142.svg,page7-191.svg,page4-157.svg,0.05084115266799932
XkTe3sJnK3lTanhbosNF,-0.0171916410326957,0.6313463449478149,1,0,0,1.0,page6-117.svg,page4-20.svg,page5-107.svg,page5-71.svg,-0.6485379859805106
Xkodzq3RsUpZe8kMtpbc,0.5825567245483398,0.3629929721355438,1,0,0,1.0,page1-103.svg,page1-66.svg,page5-220.svg,page2-21.svg,0.21956375241279602
XnhDFCBjHBpcZdGU3CsA,1.0,-0.0211832374334335,1,0,0,1.0,page5-198.svg,page5-198.svg,page5-244.svg,page2-88.svg,1.0211832374334335
XopUMRV5Re4BsNvGyQOP,0.1488467752933502,0.7143585681915283,0,0,1,-1.0,page8-207.svg,page6-135.svg,page5-134.svg,page3-8.svg,-0.5655117928981781
XqtOw8RLTyhKn4r8SYBb,0.5763867497444153,0.5660528540611267,1,0,0,1.0,page5-145.svg,page2-170.svg,page5-123.svg,page5-106.svg,0.010333895683288574
XwPss1oVq0UuQJXMeaX7,1.0,0.562404453754425,1,0,0,1.0,page7-13.svg,page7-13.svg,page2-190.svg,page7-133.svg,0.43759554624557495
Xxy4tNGkgp4P9Z3I0GsZ,-0.0686730220913887,1.0,0,0,1,-1.0,page7-226.svg,page2-131.svg,page6-160.svg,page6-160.svg,-1.0686730220913887
XyqyKrHNZnQ4lI2BsuJp,0.4855386018753052,0.1125265732407569,1,0,0,1.0,page2-152.svg,page4-59.svg,page1-130.svg,page8-56.svg,0.3730120286345483
Y4qy1dyN1Zsoe3o69oKP,0.7480684518814087,-0.0537116453051567,1,0,0,1.0,page6-155.svg,page6-164.svg,page7-245.svg,page6-107.svg,0.8017800971865654
Y8KPyNtjtcfxg2HXlj5T,0.7483453750610352,-0.0661398097872734,1,0,0,1.0,page8-240.svg,page5-87.svg,page1-125.svg,page4-11.svg,0.8144851848483086
Y8pVkfJM6DRp4OiXIkjk,0.1091691777110099,0.771430492401123,0,0,1,-1.0,page4-140.svg,page7-85.svg,page5-134.svg,page1-125.svg,-0.6622613146901132
YDKA6PaxkQixkNeWG0f4,0.3386389315128326,0.1727561503648758,1,0,0,1.0,page6-92.svg,page6-164.svg,page1-0.svg,page2-54.svg,0.1658827811479568
YEMYRK6BibA3avjlcqA1,0.5625037550926208,0.677812397480011,0,1,0,0.0,page7-236.svg,page4-247.svg,page3-101.svg,page3-3.svg,-0.11530864238739014
YHLlBZUaPcLHB5OXW9x2,0.3553622364997864,0.4718326926231384,0,0,2,-1.0,page7-17.svg,page9-13.svg,page7-245.svg,page8-16.svg,-0.11647045612335205
YOzz96hUIyCoJm8P4C8B,-0.1285055875778198,0.717285692691803,0,0,1,-1.0,page6-199.svg,page4-93.svg,page7-86.svg,page4-11.svg,-0.8457912802696228
YVo0hUaSLZoKjm6jd9TE,-0.1345805674791336,0.2514135241508484,0,0,1,-1.0,page2-16.svg,page5-106.svg,page3-60.svg,page1-118.svg,-0.385994091629982
YXow2yDUc42Dz98JtDPk,0.3937514424324035,0.0746927484869957,0,0,1,-1.0,page7-18.svg,page2-21.svg,page5-160.svg,page1-66.svg,0.3190586939454078
YYjRvqTornK9Vr4NOtjL,0.4074601233005523,0.6467573642730713,0,0,1,-1.0,page6-205.svg,page6-75.svg,page5-193.svg,page1-38.svg,-0.23929724097251898
YaHyjGt2brkrwVn12ENb,0.5092799067497253,-0.1048237830400466,1,0,0,1.0,page4-9.svg,page5-213.svg,page1-57.svg,page8-18.svg,0.6141036897897719
Yg8jaXZIgcYwhOXXDR3b,0.6456195712089539,0.420769453048706,1,0,0,1.0,page8-236.svg,page8-18.svg,page7-18.svg,page4-208.svg,0.22485011816024786
Yhs899IzUNbTKWZEfmwK,0.4150118827819824,0.0584020018577575,0,1,0,0.0,page5-173.svg,page4-16.svg,page5-143.svg,page3-207.svg,0.3566098809242249
YkH4qQjUnJIBvbZFFPx3,0.6791263818740845,0.3919314444065094,1,0,0,1.0,page8-249.svg,page5-84.svg,page9-34.svg,page7-46.svg,0.2871949374675751
YlqFo2k3byZfwpXdxd44,0.4649900496006012,0.0115423928946256,1,0,0,1.0,page1-24.svg,page3-55.svg,page4-169.svg,page5-57.svg,0.4534476567059756
YrRqeevfoyc3DR6PvzVY,0.5159763097763062,0.1687033325433731,0,1,0,0.0,page3-95.svg,page5-60.svg,page6-208.svg,page5-248.svg,0.34727297723293304
Yrit4XTuHPFCcWi6WYGu,-0.2765645086765289,0.1513184905052185,0,1,0,0.0,page5-120.svg,page1-66.svg,page7-84.svg,page3-60.svg,-0.4278829991817474
YvpgiDCJ5iZQiUp9nLL2,0.1458224505186081,0.6213169693946838,0,0,1,-1.0,page7-13.svg,page7-127.svg,page3-56.svg,page5-33.svg,-0.47549451887607574
Ywcy8Fkz5jnmioQw3eKW,0.4361799955368042,0.535163938999176,0,1,0,0.0,page9-14.svg,page4-93.svg,page2-26.svg,page6-124.svg,-0.09898394346237183
YyDO35DbIdW5YGmAWpSE,0.0757463276386261,0.0462500229477882,0,0,1,-1.0,page5-145.svg,page6-52.svg,page2-86.svg,page3-41.svg,0.029496304690837902
Z1OvD8ysDE1NlMvFpO8u,0.0601345747709274,0.1994855552911758,0,1,0,0.0,page3-187.svg,page5-71.svg,page2-65.svg,page5-210.svg,-0.13935098052024839
Z1zZ62r7JaA4D6Fccz5N,0.1607756316661834,-0.005449139047414,0,0,1,-1.0,page7-198.svg,page6-172.svg,page1-165.svg,page3-24.svg,0.1662247707135974
Z29qOG2xrHin0VPbRoI1,0.7289258241653442,0.0753974393010139,1,0,0,1.0,page6-196.svg,page6-192.svg,page5-198.svg,page7-219.svg,0.6535283848643303
Z7qJyHFth8OWwxG73gNO,0.781656801700592,1.0,0,0,1,-1.0,page1-103.svg,page1-69.svg,page7-198.svg,page7-198.svg,-0.21834319829940796
Z8hCI0ZZft4NqyTTJ5XV,-0.0427588038146495,0.0062093827873468,0,1,0,0.0,page6-158.svg,page2-39.svg,page1-72.svg,page7-40.svg,-0.0489681866019963
ZEboAKuxWlVcjfhmj0fx,0.5007514357566833,-0.0131863290444016,1,0,0,1.0,page7-137.svg,page7-103.svg,page5-81.svg,page3-168.svg,0.513937764801085
ZFojUKE6P49wXXZiyzPA,-0.1718891710042953,0.375203937292099,0,0,1,-1.0,page3-26.svg,page5-58.svg,page4-229.svg,page2-157.svg,-0.5470931082963943
ZG31Q84l9KhWXbHOU8Fy,-0.0669063851237297,-0.0285081379115581,0,1,0,0.0,page1-16.svg,page3-198.svg,page6-23.svg,page7-233.svg,-0.03839824721217161
ZG3UqjBDxkrFYfCpBfQA,0.4524845778942108,0.0641577839851379,0,1,0,0.0,page8-129.svg,page5-229.svg,page7-96.svg,page6-27.svg,0.38832679390907293
ZNnPzEd6NIxBS9OW7c3N,0.1541609764099121,-0.0035954981576651,1,0,0,1.0,page2-88.svg,page7-236.svg,page5-43.svg,page6-202.svg,0.15775647456757722
ZRacgwKVlKQPNF7u7x6f,0.0080391401425004,0.6768559813499451,0,0,1,-1.0,page4-92.svg,page3-47.svg,page5-174.svg,page4-5.svg,-0.6688168412074447
ZRbg6gNNABNBUOqxt4S8,-0.106150709092617,0.2523433566093445,1,0,0,1.0,page5-246.svg,page9-36.svg,page2-165.svg,page1-113.svg,-0.35849406570196146
ZT1kd9AnXHKtsfm0pSpu,-0.0636761859059333,-0.0536242946982383,1,0,0,1.0,page2-146.svg,page2-170.svg,page7-97.svg,page5-84.svg,-0.010051891207694993
ZT8nKZw4jmxWvKJcn7Cq,-0.0026280228048563,0.0203876458108425,0,1,0,0.0,page-C.svg,page1-162.svg,page7-166.svg,page5-94.svg,-0.0230156686156988
ZUVnpN2iNCLSlWLr8EN6,-0.1350736618041992,0.4173336625099182,0,0,1,-1.0,page6-198.svg,page3-60.svg,page6-218.svg,page2-186.svg,-0.5524073243141174
ZZBRoFjQla7jhOoDV8Sn,-0.0107626570388674,-0.1578579992055893,0,1,0,0.0,page3-60.svg,page9-15.svg,page2-39.svg,page6-142.svg,0.1470953421667219
ZZLrOUs5akfDv8At6a09,1.0,0.0853568017482757,1,0,0,1.0,page4-118.svg,page4-118.svg,page7-36.svg,page3-56.svg,0.9146431982517242
ZcyPAnNkwjEvme2cIDMl,-0.0456115864217281,0.1949769556522369,1,0,0,1.0,page7-17.svg,page1-90.svg,page8-217.svg,page7-34.svg,-0.24058854207396502
ZdpF8Eyy9faS923mrwUX,0.5256677865982056,-0.1107786893844604,1,0,0,1.0,page5-105.svg,page4-127.svg,page2-72.svg,page2-24.svg,0.636446475982666
ZfXKQP807bcGMEmw27F9,-0.1442134082317352,-0.085589587688446,0,1,0,0.0,page7-132.svg,page7-148.svg,page6-181.svg,page6-100.svg,-0.0586238205432892
ZjdVltcHyPBjhpwxYYPs,-0.079893834888935,0.5180691480636597,0,0,1,-1.0,page4-9.svg,page3-66.svg,page1-31.svg,page2-4.svg,-0.5979629829525946
Zmt9QQ2VDEDtVKD4YvvE,0.0577871017158031,0.6634249091148376,0,0,1,-1.0,page3-128.svg,page5-102.svg,page4-17.svg,page7-122.svg,-0.6056378073990345
ZsyrNP7lBYhqYIDG19Jw,-0.1325462907552719,0.560160756111145,0,0,1,-1.0,page1-110.svg,page3-163.svg,page8-207.svg,page3-129.svg,-0.6927070468664169
ZuU8swEusIP9cAV5YoZR,0.1903100907802581,0.5225269794464111,0,0,1,-1.0,page5-132.svg,page1-79.svg,page2-124.svg,page3-12.svg,-0.33221688866615307
a5aNqyxfxY8GsKlNbsfb,0.0095865475013852,0.4807174503803253,0,0,1,-1.0,page1-26.svg,page7-15.svg,page5-157.svg,page1-157.svg,-0.4711309028789401
a6zeAlDYUQ0sN2SogrHr,-0.1563977301120758,-0.0788976550102233,1,0,0,1.0,page6-192.svg,page1-129.svg,page2-15.svg,page3-31.svg,-0.0775000751018525
a7CkcYfrg1q5to3YPCnT,0.4358140528202057,1.0,0,0,1,-1.0,page6-205.svg,page7-33.svg,page6-24.svg,page6-24.svg,-0.5641859471797943
a7dzD5LVERUwNfWHhM19,0.5263141989707947,0.0093083903193473,1,0,0,1.0,page1-165.svg,page1-54.svg,page5-235.svg,page7-146.svg,0.5170058086514474
a88EOy1bYTEz2i0Npsru,-0.0423269271850585,-0.0099146096035838,1,0,0,1.0,page5-142.svg,page8-248.svg,page5-104.svg,page8-184.svg,-0.0324123175814747
a9CyItYz7eDr7IDj9nbd,0.1336004883050918,-0.0105695175006985,0,1,0,0.0,page5-132.svg,page4-150.svg,page9-36.svg,page7-58.svg,0.1441700058057903
aDo7nl184OEwVAXWNCSR,0.8656717538833618,0.4588412344455719,1,0,0,1.0,page4-92.svg,page5-81.svg,page8-216.svg,page7-40.svg,0.4068305194377899
aDseK9BS7UKXv3SqNWlv,-0.0576648227870464,-0.1104090511798858,0,1,0,0.0,page5-58.svg,page7-241.svg,page3-120.svg,page1-90.svg,0.0527442283928394
aGChMIW1fFYbTJ6fyVUx,0.1336607486009597,0.7707220315933228,0,0,1,-1.0,page9-34.svg,page7-69.svg,page1-90.svg,page2-157.svg,-0.6370612829923631
aITFbqoEcSFsVVlsntdz,0.4894713461399078,0.5209542512893677,0,0,1,-1.0,page6-165.svg,page8-199.svg,page7-101.svg,page9-7.svg,-0.031482905149459894
aIgwZ14y6bGZyF4tUrE9,0.6832513213157654,0.5125556588172913,1,0,0,1.0,page4-89.svg,page4-16.svg,page1-113.svg,page1-66.svg,0.17069566249847412
aOij4eEBTC3nCtafTnAF,0.7525508403778076,-0.0363374650478363,1,0,0,1.0,page6-171.svg,page4-16.svg,page5-207.svg,page4-214.svg,0.7888883054256439
aPhfX47rF3d3zpqVQYcf,0.204354852437973,0.4902111291885376,1,0,0,1.0,page6-218.svg,page5-142.svg,page4-166.svg,page5-25.svg,-0.2858562767505646
aQNBdVlAug0XZdMkTNWO,0.6879882216453552,0.1062832400202751,0,1,0,0.0,page8-240.svg,page1-25.svg,page5-174.svg,page-K.svg,0.5817049816250801
aSrh4Bq4nxvtsIe7xhr8,-0.0779821723699569,0.6940577626228333,0,0,1,-1.0,page7-10.svg,page9-11.svg,page5-244.svg,page7-122.svg,-0.7720399349927901
aWpTT9bj158AKyG4znXr,1.0,0.1653526872396469,1,0,0,1.0,page7-10.svg,page7-10.svg,page6-245.svg,page8-77.svg,0.8346473127603531
aYa9LeOb2WtbhnosPvPl,-0.0780013874173164,0.1255100667476654,1,0,0,1.0,page1-148.svg,page4-188.svg,page1-110.svg,page3-71.svg,-0.2035114541649818
aZ8xttt64nRFJP9pZztZ,0.0059458157047629,0.5797598361968994,0,0,1,-1.0,page4-3.svg,page1-85.svg,page6-192.svg,page6-172.svg,-0.5738140204921365
aaAqLmKXyv9ALaFwXIqO,0.6530142426490784,0.3765803575515747,1,0,0,1.0,page2-131.svg,page1-90.svg,page6-80.svg,page8-22.svg,0.27643388509750366
abm7n5oigbhf4MxQo052,1.0,0.0947708860039711,0,0,1,-1.0,page-K.svg,page-K.svg,page7-102.svg,page5-142.svg,0.9052291139960289
afg0o7woTqbtfugSPXT3,0.3445070087909698,-0.111101396381855,1,0,0,1.0,page8-156.svg,page9-15.svg,page4-16.svg,page4-214.svg,0.4556084051728248
agPL3cAeAIWbvj14Yl01,0.3655303120613098,-0.0643384233117103,1,0,0,1.0,page4-169.svg,page6-114.svg,page6-179.svg,page8-244.svg,0.4298687353730201
akBokftbUNlA0Wv1JaGq,0.2300548106431961,0.038768570870161,0,1,0,0.0,page6-27.svg,page5-33.svg,page4-204.svg,page8-65.svg,0.1912862397730351
al1SWubFFwns0Z3UHEQU,0.5700445175170898,0.084980197250843,1,0,0,1.0,page1-162.svg,page7-23.svg,page3-99.svg,page7-15.svg,0.48506432026624685
amRXHHztAwqauSuzItPJ,-0.0600233487784862,0.5399135947227478,0,0,1,-1.0,page9-11.svg,page5-81.svg,page7-127.svg,page8-65.svg,-0.599936943501234
aqnDwFasAwLAvtrFT1hV,0.5660528540611267,0.5962669849395752,0,0,1,-1.0,page5-106.svg,page5-123.svg,page8-215.svg,page7-130.svg,-0.030214130878448486
as3FjUxxMzaZvIoUITNc,0.1061041057109832,0.1821383833885193,0,0,1,-1.0,page3-29.svg,page6-210.svg,page2-152.svg,page-I.svg,-0.0760342776775361
asXLeJ5eSSJWleEFvXT7,0.7851441502571106,0.2954680919647217,1,0,0,1.0,page4-16.svg,page3-207.svg,page7-80.svg,page5-89.svg,0.4896760582923889
avOe9kJH3wR91829Py1J,0.5576910972595215,1.0,0,0,1,-1.0,page3-124.svg,page2-17.svg,page7-216.svg,page7-216.svg,-0.4423089027404785
b2dFvvnIyzEyoj9YaHQ3,1.0,0.1925392895936966,1,0,0,1.0,page8-30.svg,page8-30.svg,page7-36.svg,page7-41.svg,0.8074607104063034
b8HBrKiqATX6mB7tAzzm,0.3814444541931152,0.0744824558496475,1,0,0,1.0,page7-191.svg,page4-157.svg,page5-157.svg,page6-50.svg,0.3069619983434677
bCpq2PuQ00kHBHLlg7Rh,0.1801413893699646,0.5516645908355713,0,0,1,-1.0,page7-79.svg,page7-132.svg,page3-170.svg,page1-183.svg,-0.3715232014656067
bFP92SDf3ZaYNhx4NQkf,0.4208189249038696,0.0112187601625919,0,0,1,-1.0,page1-119.svg,page5-153.svg,page7-79.svg,page8-56.svg,0.4096001647412777
bHf0zfmsTD5JN5sYDj24,0.2034002840518951,0.1862331181764602,0,0,1,-1.0,page8-181.svg,page2-176.svg,page3-34.svg,page5-145.svg,0.017167165875434903
bHx2KAPHo5KOIsjODNZK,0.5155487656593323,0.4945158064365387,0,1,0,0.0,page7-226.svg,page2-156.svg,page3-54.svg,page1-168.svg,0.02103295922279358
bLbgxJIXIPqbMlwTuJf0,-0.0597921311855316,0.4406062662601471,1,0,0,1.0,page1-148.svg,page7-133.svg,page8-217.svg,page7-219.svg,-0.5003983974456787
bMvpTIQZ7PoP3SR3O0cq,0.6019206047058105,0.5374168753623962,0,1,0,0.0,page4-142.svg,page5-95.svg,page6-208.svg,page3-191.svg,0.0645037293434143
bOfnxBaVoZK7O07EMbjJ,0.3779006898403168,0.4763041734695434,0,1,0,0.0,page7-79.svg,page5-89.svg,page7-13.svg,page7-23.svg,-0.09840348362922663
bP0uVzwW444j62qL2cmC,0.0411462411284446,0.4902443587779999,0,0,1,-1.0,page5-58.svg,page1-185.svg,page4-243.svg,page4-208.svg,-0.44909811764955526
bPeqgypooptkwYwsBc8D,0.7525508403778076,-0.168134793639183,1,0,0,1.0,page4-16.svg,page6-171.svg,page3-207.svg,page6-149.svg,0.9206856340169907
bQ5G1tCwX9MAGjBNZ94G,0.4406062662601471,-0.0103076100349426,0,0,1,-1.0,page8-217.svg,page7-219.svg,page-B.svg,page4-239.svg,0.4509138762950897
bRTa2r7Iz8oawlZCfuSe,-0.1165020391345024,-0.0732807889580726,0,0,1,-1.0,page5-134.svg,page8-201.svg,page4-118.svg,page6-204.svg,-0.04322125017642979
bRtb9Ppsjbw3T5P37AL2,0.3762806355953216,-0.0873836278915405,1,0,0,1.0,page3-193.svg,page3-122.svg,page4-16.svg,page6-100.svg,0.46366426348686207
bcb0RFEflp5RoxhQjfpQ,0.6761398911476135,0.5524677634239197,0,1,0,0.0,page5-96.svg,page5-85.svg,page4-3.svg,page3-199.svg,0.12367212772369385
bfyL2Cp15WkEFN0PTWRP,0.0745715573430061,0.0341641046106815,0,1,0,0.0,page9-32.svg,page8-222.svg,page1-66.svg,page6-234.svg,0.04040745273232461
bmVpSAIlAA4OWVsfrUb5,0.1568484008312225,0.6474756002426147,0,0,1,-1.0,page2-54.svg,page7-121.svg,page2-187.svg,page3-165.svg,-0.4906271994113922
bmy1TkxL2ZVZT8XRL8Xn,0.0303629338741302,0.7483453750610352,1,0,0,1.0,page4-93.svg,page4-177.svg,page8-240.svg,page5-87.svg,-0.7179824411869049
boN43qemLQfKjTYwYSye,0.6612405776977539,-0.0809512063860893,1,0,0,1.0,page8-2.svg,page8-65.svg,page1-105.svg,page3-3.svg,0.7421917840838432
bp48MiVRCq9dBmhf5hE9,0.0192671846598386,-0.1210261955857276,1,0,0,1.0,page8-240.svg,page4-11.svg,page1-125.svg,page7-86.svg,0.1402933802455662
