,block,snd_value,snd_class,sec_until_click,correct,controlled,response,game_id,speaker_desc,speaker_len,listener_desc,listener_len,total_len,chat_len,target
2386,1,0.809814814814815,low,5,True,False,page4-34.svg,kjhwp8J35G5bgGAmN,['A person sat down facing to the right'],8,[''],1,9,2,page4-34.svg
2387,0,0.961111111111111,high,6,True,False,page-D.svg,rD3tT6TFviEKWgKY3,['person facing left arms stretched out like a prayer'],9,[''],1,10,2,page-D.svg
2388,1,0.962037037037037,high,10,True,False,page4-20.svg,tvEfrizb6JsnuRojF,['fat man with arms out facing right'],7,[''],1,8,2,page4-20.svg
2389,0,1.0,high,11,True,True,page7-20.svg,tSbakAiSWB7KXDu6v,['like a road sign'],4,[''],1,5,2,page7-20.svg
2390,2,0.644444444444445,low,7,True,False,page8-192.svg,sp3kBYsFAiSayrmwZ,['dog looking to the left'],5,[''],1,6,2,page8-192.svg
2391,1,0.977777777777778,high,8,True,False,page1-85.svg,fykfQxfgLMTtPxajN,['an arrow pointing up'],4,[''],1,5,2,page1-85.svg
2392,1,0.993518518518519,high,4,True,False,page5-63.svg,t4yc5Zp2TSPejKwW8,['the pyramids'],2,[''],1,3,2,page5-63.svg
2393,3,0.955555555555556,high,8,True,True,page1-26.svg,tSbakAiSWB7KXDu6v,['letter T'],2,[''],1,3,2,page1-26.svg
2394,2,0.8,low,4,True,False,page2-155.svg,nQnmTcmPRnKH8eCar,['dino long neck looking right'],5,[''],1,6,2,page2-155.svg
2395,3,0.983333333333333,high,17,True,True,page8-188.svg,wBY5RdB4e8DY4eD2T,['vertical rectangle with a small triangle coming out of the top right and a larger triangle coming out of the bottom right'],22,[''],1,23,2,page8-188.svg
2396,4,0.8,low,2,True,False,page2-155.svg,Qg3XJk4dBFRrJE2WA,['giraffe'],1,[''],1,2,2,page2-155.svg
2397,3,0.666666666666667,low,7,True,False,page5-101.svg,jN767K8sXvqrSmFwu,['the sideways jagged m'],4,[''],1,5,2,page5-101.svg
2398,1,0.961111111111111,high,8,True,True,page1-113.svg,aLT3NYxYWHxNWHpsN,['looks like a bowl with a small triangle as the base and a large triangle on top'],17,[''],1,18,2,page1-113.svg
2399,4,1.0,high,6,True,False,page7-36.svg,axi5jMj9E2hwx4u9u,['overlapping squares with shape on top'],6,[''],1,7,2,page7-36.svg
2400,1,0.968518518518519,high,12,True,False,page6-72.svg,L7HWKMCN34jYNuKLd,['TRIANGLE POINTING DOWN TO THE LEFTBIG POINT'],7,[''],1,8,2,page6-72.svg
2401,0,0.966666666666667,high,3,True,False,page8-174.svg,fbpw95WgJgNm4NMAh,['The letter Y'],3,[''],1,4,2,page8-174.svg
2402,2,0.980555555555556,high,14,True,True,page6-113.svg,vjTTSvQWvJTA9TZiu,['a house pointed to the northwest with a diamond square underneath'],11,[''],1,12,2,page6-113.svg
2403,3,0.939814814814815,high,9,True,False,page2-48.svg,Qg3XJk4dBFRrJE2WA,['flag over cup'],3,[''],1,4,2,page2-48.svg
2404,3,0.809814814814815,low,6,True,False,page4-34.svg,FQb7FGBwtgj3hFigv,['sitting person'],2,[''],1,3,2,page4-34.svg
2405,0,1.0,high,18,True,True,page7-191.svg,3uE7F4p5foAwjTXKt,['A square block with three triangles attanched facing right'],9,[''],1,10,2,page7-191.svg
2406,4,0.935185185185185,high,3,True,False,page3-32.svg,JoHuebSfKZ4gxMXfZ,['rocket ship and triangle at bottom'],6,[''],1,7,2,page3-32.svg
2407,0,0.853703703703704,high,8,True,False,page4-3.svg,9WG4gdhs3DhrN7nLB,['Looks like a creature with rabbit ears facing left'],9,[''],1,10,2,page4-3.svg
2408,4,0.977777777777778,high,4,True,False,page7-69.svg,oizGphvW6GLboKDXN,['2 rectangles'],2,[''],1,3,2,page7-69.svg
2409,2,0.848518518518519,low,7,True,True,page7-76.svg,nZKdYx449jxPJRmdo,['boat with three different shapes stacked on top of it'],10,[''],1,11,2,page7-76.svg
2410,0,1.0,high,8,True,False,page4-142.svg,3uE7F4p5foAwjTXKt,['elephant trunk'],2,[''],1,3,2,page4-142.svg
2411,4,0.961111111111111,high,5,True,True,page7-58.svg,Tc2wRMWLp4GmwgzZe,['It looks like a bed or an L shape lying on its side'],13,[''],1,14,2,page7-58.svg
2412,3,0.811111111111111,low,4,True,False,page7-252.svg,nneQrXMkMoBwsA39P,['martini glass'],2,[''],1,3,2,page7-252.svg
2413,3,0.845555555555556,low,3,True,False,page1-125.svg,2X7krRXftb8r2Kjd7,['a table'],2,[''],1,3,2,page1-125.svg
2414,0,0.844444444444445,low,5,True,True,page4-156.svg,id3WLdXLfJo5e6Wve,['Flat object knife like'],4,[''],1,5,2,page4-156.svg
2415,3,0.566666666666667,low,6,True,False,page6-122.svg,9AZBqBkjjjHNudLxm,['House with tower or large chimney on the left hand side'],11,[''],1,12,2,page6-122.svg
2416,2,0.977777777777778,high,7,True,False,page7-185.svg,2X7krRXftb8r2Kjd7,['dogs head pointing left'],4,[''],1,5,2,page7-185.svg
2417,1,0.97037037037037,high,13,False,False,page2-150.svg,ovxMKmT3ueGohm4Gw,['arrow up made from 2 squares and a triangle at base'],11,[''],1,12,2,page1-63.svg
2418,0,0.838888888888889,low,4,True,True,page8-63.svg,axi5jMj9E2hwx4u9u,['looks like a whale'],4,[''],1,5,2,page8-63.svg
2419,2,0.977777777777778,high,12,True,False,page1-85.svg,fykfQxfgLMTtPxajN,['thick arrow pointing up'],4,[''],1,5,2,page1-85.svg
2420,0,0.918518518518519,high,16,True,False,page2-32.svg,EHfMENoA8iENJNGkP,['a table with the side looking like lifted hands'],9,[''],1,10,2,page2-32.svg
2421,2,0.875925925925926,high,3,True,False,page5-58.svg,ea6efpMT4GLuFawB2,['small mountins'],2,[''],1,3,2,page5-58.svg
2422,0,0.976851851851852,high,6,True,False,page5-134.svg,Toh9L3sPeXKpvY4Rz,['Looks like sunglasses'],3,[''],1,4,2,page5-134.svg
2423,2,0.983333333333333,high,5,True,False,page8-188.svg,ysgn3qyCwn9CR8HiY,['looks like a boot'],4,[''],1,5,2,page8-188.svg
2424,4,0.807037037037037,low,4,True,False,page6-181.svg,YfjyoZxZ6vfPzZGKK,['a man looking down with wrench feet'],7,[''],1,8,2,page6-181.svg
2425,2,0.844444444444445,low,2,True,False,page4-156.svg,wBY5RdB4e8DY4eD2T,['knife'],1,[''],1,2,2,page4-156.svg
2426,3,0.844444444444444,low,4,True,False,page8-249.svg,rD3tT6TFviEKWgKY3,['lion crouching down to the left no tail'],8,[''],1,9,2,page8-249.svg
2427,0,1.0,high,7,False,True,page5-57.svg,6RC38FSG6Tuinbrx5,['a jagged mountain range facing upwards'],6,[''],1,7,2,page5-65.svg
2428,4,0.940740740740741,high,10,True,False,page6-143.svg,jN767K8sXvqrSmFwu,['the m thing looks like the top of a minecraft character'],11,[''],1,12,2,page6-143.svg
2429,4,0.9,high,2,True,False,page-C.svg,AtfLQDnGkCxSMrxdG,['diamond head man'],3,[''],1,4,2,page-C.svg
2430,0,0.844444444444444,low,7,True,False,page8-249.svg,NrMLccbNao9XPX7Pr,['it looks like a dog facing left on all fours'],10,[''],1,11,2,page8-249.svg
2431,4,0.903703703703704,high,7,True,False,page2-67.svg,Aqtpdb3MK2aYN9P3k,['someone standing on one leg the other out behind hands out in front'],13,[''],1,14,2,page2-67.svg
2432,1,1.0,high,5,True,False,page9-23.svg,YCC7eMxjeSSS3FTo2,['INVERETD GLASS CUP'],3,[''],1,4,2,page9-23.svg
2433,0,1.0,high,5,True,False,page4-232.svg,nZKdYx449jxPJRmdo,['looks like a tree'],4,[''],1,5,2,page4-232.svg
2434,0,0.644444444444445,low,8,True,True,page6-192.svg,aLT3NYxYWHxNWHpsN,['a person kneeling with their feet angled down and their head bowed'],12,[''],1,13,2,page6-192.svg
2435,2,0.958333333333333,high,3,True,True,page7-95.svg,fJXmBEAisJikfujW6,['Strange tree'],2,[''],1,3,2,page7-95.svg
2436,1,0.777777777777778,low,8,True,False,page2-86.svg,87qTyjteqHhW7Tpkd,['looks like sofa with pillow on each end'],8,[''],1,9,2,page2-86.svg
2437,3,0.976851851851852,high,7,True,False,page9-17.svg,gkyryXHaobauRizin,['f'],1,[''],1,2,2,page9-17.svg
2438,0,0.972222222222222,high,9,True,True,page1-51.svg,9hFQyFjgEPjewnCCG,['an upwards arrow  chevron'],5,[''],1,6,2,page1-51.svg
2439,4,0.961111111111111,high,3,True,False,page4-194.svg,Hx9XTmMHdgbjpTQYw,['man bowing facing right'],4,[''],1,5,2,page4-194.svg
2440,3,0.965277777777778,high,11,True,True,page3-193.svg,nQnmTcmPRnKH8eCar,['a diamond with a body and legs'],7,[''],1,8,2,page3-193.svg
2441,4,0.977777777777778,high,3,True,False,page8-180.svg,jtAxitc55Avdzyx7C,['diamond house tail'],3,[''],1,4,2,page8-180.svg
2442,4,0.727777777777778,low,4,True,False,page5-232.svg,Hx9XTmMHdgbjpTQYw,['arrow pointing up'],3,[''],1,4,2,page5-232.svg
2443,3,0.875925925925926,high,4,True,False,page5-58.svg,vjTTSvQWvJTA9TZiu,['mountain range to one side with plateau to the other side'],11,[''],1,12,2,page5-58.svg
2444,0,1.0,high,7,True,False,page6-155.svg,oizGphvW6GLboKDXN,['looks like a giraffe lol'],5,[''],1,6,2,page6-155.svg
2445,0,1.0,high,11,False,True,page7-71.svg,nneQrXMkMoBwsA39P,['looks like a ship sinking'],5,[''],1,6,2,page9-34.svg
2446,4,0.892592592592593,high,3,True,False,page8-236.svg,6mBzCXSubi5F6rSsS,['swan'],1,[''],1,2,2,page8-236.svg
2447,1,0.809814814814815,low,11,True,False,page4-34.svg,FQb7FGBwtgj3hFigv,['sitting person legs out to the right'],7,[''],1,8,2,page4-34.svg
2448,4,0.777777777777778,low,4,True,False,page7-79.svg,3whbtG3epGkWgTWoq,['the mountain range sitting on a small triangle'],8,[''],1,9,2,page7-79.svg
2449,1,0.875,high,9,True,True,page4-17.svg,EHfMENoA8iENJNGkP,['Person leg stuck out on floor'],6,[''],1,7,2,page4-17.svg
2450,0,0.875925925925926,high,4,True,False,page5-58.svg,ea6efpMT4GLuFawB2,['small mountins'],2,[''],1,3,2,page5-58.svg
2451,3,0.894444444444445,high,3,True,False,page4-92.svg,kjhwp8J35G5bgGAmN,['bird facing right'],3,[''],1,4,2,page4-92.svg
2452,2,0.845555555555556,low,3,True,False,page1-125.svg,XAFZuvMakrAC3f67A,['table with two legs'],4,[''],1,5,2,page1-125.svg
2453,1,0.903703703703704,high,3,False,False,page3-130.svg,L7HWKMCN34jYNuKLd,['TREE SHAPED WITH THICK BRANCH TO THE LEFT AND THIN BRANCH TO THE'],13,[''],1,14,2,page4-140.svg
2454,3,0.848148148148148,low,4,True,False,page3-99.svg,Toh9L3sPeXKpvY4Rz,['parallelogram at top'],3,[''],1,4,2,page3-99.svg
2455,2,0.976851851851852,high,3,True,False,page5-134.svg,Hx9XTmMHdgbjpTQYw,['upside down pyramids'],3,[''],1,4,2,page5-134.svg
2456,4,0.851851851851852,high,6,True,True,page3-60.svg,xJsxXk6jj2LssMovZ,['big shape with overlapping triangles'],5,[''],1,6,2,page3-60.svg
2457,1,0.844444444444444,low,7,True,False,page2-54.svg,Z55bteYGPcFwKvWb3,['cigarette carton with two triangles on bottom'],7,[''],1,8,2,page2-54.svg
2458,2,0.622222222222222,low,3,True,False,page5-56.svg,6mBzCXSubi5F6rSsS,['Mountains'],1,[''],1,2,2,page5-56.svg
2459,0,0.939814814814815,high,6,True,False,page2-48.svg,Qg3XJk4dBFRrJE2WA,['a bowl with two handles and a flag above it'],10,[''],1,11,2,page2-48.svg
2460,4,0.985185185185185,high,16,True,False,page6-92.svg,xJsxXk6jj2LssMovZ,['small triangle with shape going off to the right'],9,[''],1,10,2,page6-92.svg
2461,0,0.788888888888889,low,6,True,False,page1-90.svg,DKPcxC567vvBA4csd,['arrow pointing up'],3,[''],1,4,2,page1-90.svg
2462,3,0.725925925925926,low,4,True,True,page8-58.svg,QrFwHQDosuyFWkzWx,['this ones weird its like a man walking to the right'],11,[''],1,12,2,page8-58.svg
2463,0,0.788888888888889,low,5,True,False,page1-90.svg,6nS7fWuc5xZoxKWvD,['and arrow pointing up'],4,[''],1,5,2,page1-90.svg
2464,4,0.977777777777778,high,4,True,False,page5-74.svg,rD3tT6TFviEKWgKY3,['winged insect'],2,[''],1,3,2,page5-74.svg
2465,0,0.861111111111111,high,5,True,False,page7-52.svg,aLT3NYxYWHxNWHpsN,['a man sitting on the ground'],6,[''],1,7,2,page7-52.svg
2466,4,0.644444444444445,low,5,True,False,page6-192.svg,inTa2YPiDSjCmcRAf,['sleeping standing up or man on knees'],7,[''],1,8,2,page6-192.svg
2467,2,0.959259259259259,high,3,True,False,page5-57.svg,BYeS5ykxKLwhMH2Yc,['The mountain range with three mountains'],6,[''],1,7,2,page5-57.svg
2468,1,0.962962962962963,high,4,True,False,page4-204.svg,zFYDFvxH9t2tDdHCm,['looks like a pair of scissors pointing down with a white triangle in middle'],14,[''],1,15,2,page4-204.svg
2469,1,0.980555555555556,high,3,True,True,page6-113.svg,uKF3X2QxtxebFXsPP,['number 8 with triangle to the top left'],8,[''],1,9,2,page6-113.svg
2470,4,0.916666666666667,high,5,True,False,page3-170.svg,Z55bteYGPcFwKvWb3,['Tree and good job'],4,[''],1,5,2,page3-170.svg
2471,4,1.0,high,28,True,True,page6-245.svg,EHfMENoA8iENJNGkP,['Look like a funnel eith pipe exiting on left'],9,[''],1,10,2,page6-245.svg
2472,3,0.861111111111111,high,3,True,False,page5-18.svg,6nS7fWuc5xZoxKWvD,['TV'],1,[''],1,2,2,page5-18.svg
2473,0,0.933333333333333,high,11,True,False,page7-86.svg,YCC7eMxjeSSS3FTo2,['chipped candle'],2,[''],1,3,2,page7-86.svg
2474,0,0.788888888888889,low,3,True,False,page1-90.svg,WYw4vCSgJBvLFCqfH,['an arrow'],2,[''],1,3,2,page1-90.svg
2475,4,0.918518518518519,high,5,True,False,page2-32.svg,EHfMENoA8iENJNGkP,['table hands pointing up'],4,[''],1,5,2,page2-32.svg
2476,3,0.851851851851852,high,5,True,False,page3-60.svg,id3WLdXLfJo5e6Wve,['table white pyramid'],3,[''],1,4,2,page3-60.svg
2477,1,0.845555555555556,low,5,True,True,page1-125.svg,nZKdYx449jxPJRmdo,['tunnel with zig zags along the top'],7,[''],1,8,2,page1-125.svg
2478,1,0.96,high,3,True,False,page5-143.svg,kEQDyJQsKjxqDe59g,['It looks like a tall ship wide bottom with a chimmney'],11,[''],1,12,2,page5-143.svg
2479,2,0.844444444444444,low,7,True,False,page7-188.svg,YfjyoZxZ6vfPzZGKK,['a goose'],2,[''],1,3,2,page7-188.svg
2480,4,0.933333333333333,high,6,True,False,page7-135.svg,Kw6oSMYPaiajMaAK3,['Big C'],2,[''],1,3,2,page7-135.svg
2481,4,0.992592592592593,high,3,True,False,page3-128.svg,HXJ8rqCutqjpvfhNp,['two columns with three points at bottom'],7,[''],1,8,2,page3-128.svg
2482,3,0.916666666666667,high,3,True,False,page8-2.svg,zFYDFvxH9t2tDdHCm,['swanduck'],1,[''],1,2,2,page8-2.svg
2483,2,0.916666666666667,high,3,True,False,page8-2.svg,4hmZ623FgZuH3A2gD,['looks like an airplane'],4,[''],1,5,2,page8-2.svg
2484,4,0.840740740740741,low,2,True,False,page4-16.svg,uKF3X2QxtxebFXsPP,['person walking to left'],4,[''],1,5,2,page4-16.svg
2485,2,1.0,high,5,True,False,page7-166.svg,ysgn3qyCwn9CR8HiY,['a wide bowl with a triangle underneath'],7,[''],1,8,2,page7-166.svg
2486,3,0.844444444444444,low,2,True,False,page5-81.svg,4hmZ623FgZuH3A2gD,['looks like a bird'],4,[''],1,5,2,page5-81.svg
2487,2,0.933333333333333,high,4,True,False,page8-235.svg,WYw4vCSgJBvLFCqfH,['animal facing the left'],4,[''],1,5,2,page8-235.svg
2488,2,0.416666666666667,low,2,True,False,page6-123.svg,Tc2wRMWLp4GmwgzZe,['looks like a fish'],4,[''],1,5,2,page6-123.svg
2489,2,0.941666666666667,high,2,True,False,page4-169.svg,AtfLQDnGkCxSMrxdG,['A tshirt'],2,[''],1,3,2,page4-169.svg
2490,1,0.922222222222222,high,3,True,False,page2-79.svg,Kw6oSMYPaiajMaAK3,['you described this one as a house with a chimney to the side'],13,[''],1,14,2,page2-79.svg
2491,3,0.983333333333333,high,2,True,False,page8-188.svg,ysgn3qyCwn9CR8HiY,['A boot'],2,[''],1,3,2,page8-188.svg
2492,4,0.961111111111111,high,5,True,True,page2-157.svg,6RC38FSG6Tuinbrx5,['wonky arrow'],2,[''],1,3,2,page2-157.svg
2493,4,0.992592592592593,high,4,True,False,page3-23.svg,WXTckM4oJxEnFDFLe,['Fox'],1,[''],1,2,2,page3-23.svg
2494,0,0.894444444444445,high,3,True,False,page4-92.svg,bvtdKcBx8bFn5oAto,['looks like a bird'],4,[''],1,5,2,page4-92.svg
2495,4,1.0,high,3,True,False,page7-226.svg,eKc9Ew28JmANFu2aJ,['Rock'],1,[''],1,2,2,page7-226.svg
2496,2,1.0,high,6,True,False,page2-85.svg,JoHuebSfKZ4gxMXfZ,['a shape with a white square in the centre'],9,[''],1,10,2,page2-85.svg
2497,2,0.977777777777778,high,10,True,False,page2-166.svg,NrMLccbNao9XPX7Pr,['the cross diving fins on bottom'],6,[''],1,7,2,page2-166.svg
2498,4,1.0,high,2,True,False,page7-216.svg,GvKqmzaRNpoDLRkWv,['sword with diamond'],3,[''],1,4,2,page7-216.svg
2499,0,0.825925925925926,low,8,True,False,page2-148.svg,fJXmBEAisJikfujW6,['a man praying and facing left'],6,[''],1,7,2,page2-148.svg
2500,2,0.92037037037037,high,3,True,False,page5-246.svg,nneQrXMkMoBwsA39P,['Man crouching'],2,[''],1,3,2,page5-246.svg
2501,2,1.0,high,5,True,False,page7-166.svg,RioKfCbKjZsCqiEW4,['Triangle with bowl top'],4,[''],1,5,2,page7-166.svg
2502,1,0.983333333333333,high,5,True,False,page5-105.svg,Toh9L3sPeXKpvY4Rz,['tree'],1,[''],1,2,2,page5-105.svg
2503,1,0.777777777777778,low,4,True,False,page7-79.svg,zFYDFvxH9t2tDdHCm,['looks like a mountain scape with a triangle on bottom right'],11,[''],1,12,2,page7-79.svg
2504,1,0.957407407407408,high,3,True,False,page8-216.svg,ea6efpMT4GLuFawB2,['six'],1,[''],1,2,2,page8-216.svg
2505,2,1.0,high,3,True,False,page4-142.svg,3uE7F4p5foAwjTXKt,['elephant trunk'],2,[''],1,3,2,page4-142.svg
2506,2,0.942592592592593,high,8,False,False,page7-86.svg,tvEfrizb6JsnuRojF,['rectangle head with triangle nose to the right'],8,[''],1,9,2,page6-73.svg
2507,0,0.925925925925926,high,24,False,False,page7-36.svg,6RC38FSG6Tuinbrx5,['small square on top large square under and'],8,[''],1,9,2,page4-239.svg
2508,4,0.891666666666667,high,4,True,False,page3-203.svg,ysgn3qyCwn9CR8HiY,['rabbit man'],2,[''],1,3,2,page3-203.svg
2509,1,0.983333333333333,high,5,True,False,page2-124.svg,xJsxXk6jj2LssMovZ,['downward arrow'],2,[''],1,3,2,page2-124.svg
2510,3,0.962121212121212,high,13,True,False,page2-145.svg,2Zoc9x2DnwEc97y7m,['Man on carpet'],3,[''],1,4,2,page2-145.svg
2511,0,0.848148148148148,low,3,True,False,page3-99.svg,ovxMKmT3ueGohm4Gw,['flame'],1,[''],1,2,2,page3-99.svg
2512,3,0.845555555555556,low,2,True,False,page1-125.svg,WTDxTX72c7aqxSxqp,['table with 3 things'],4,[''],1,5,2,page1-125.svg
2513,0,0.822222222222222,low,6,True,False,page7-85.svg,4hmZ623FgZuH3A2gD,['has 3 spikes on top'],5,[''],1,6,2,page7-85.svg
2514,0,0.992592592592593,high,29,False,False,page5-74.svg,Zs2cbSHmvytSeDxbp,['upside down cat'],3,[''],1,4,2,page3-128.svg
2515,0,0.840740740740741,low,7,False,False,page4-59.svg,uKF3X2QxtxebFXsPP,['it looks like someone stretching their leg'],7,[''],1,8,2,page4-16.svg
2516,2,0.851851851851852,high,14,False,False,page1-0.svg,Aqtpdb3MK2aYN9P3k,['looks like a box with a triangle out of the bottom'],11,[''],1,12,2,page3-60.svg
2517,3,0.82962962962963,low,13,True,False,page2-143.svg,JoHuebSfKZ4gxMXfZ,['man holding a cup'],4,[''],1,5,2,page2-143.svg
2518,2,0.811111111111111,low,4,True,False,page7-252.svg,eKc9Ew28JmANFu2aJ,['It looks like an origami bird looking down'],8,[''],1,9,2,page7-252.svg
2519,3,1.0,high,3,True,False,page7-216.svg,GvKqmzaRNpoDLRkWv,['a sword with a diamond end'],6,[''],1,7,2,page7-216.svg
2520,2,0.566666666666667,low,6,True,False,page2-190.svg,WXTckM4oJxEnFDFLe,['Lamp'],1,[''],1,2,2,page2-190.svg
2521,2,0.777777777777778,low,15,True,False,page7-14.svg,9AZBqBkjjjHNudLxm,['horse running to the left of screen'],7,[''],1,8,2,page7-14.svg
2522,3,0.968518518518519,high,2,True,False,page4-97.svg,pSYzHChWFeCNcu2Bv,['cup with a snake facing the right'],7,[''],1,8,2,page4-97.svg
2523,3,0.844444444444445,low,3,True,False,page4-156.svg,BYeS5ykxKLwhMH2Yc,['long square with notch half way'],6,[''],1,7,2,page4-156.svg
2524,3,0.844444444444444,low,4,True,False,page8-249.svg,NrMLccbNao9XPX7Pr,['dog'],1,[''],1,2,2,page8-249.svg
2525,2,0.714814814814815,low,4,True,False,page5-213.svg,F2GkaqGEehkz6K6eg,['slow steps man'],3,[''],1,4,2,page5-213.svg
2526,2,0.988888888888889,high,5,True,False,page7-105.svg,kjhwp8J35G5bgGAmN,['M with a hat'],4,[''],1,5,2,page7-105.svg
2527,2,0.8,low,5,True,True,page8-199.svg,Kw6oSMYPaiajMaAK3,['set of steps  Wierd how there are 2 we never get asked about'],14,[''],1,15,2,page8-199.svg
2528,3,0.933333333333333,high,6,True,False,page8-235.svg,6nS7fWuc5xZoxKWvD,['it looks like a snake or sunglasses'],7,[''],1,8,2,page8-235.svg
2529,1,0.962121212121212,high,3,True,False,page2-145.svg,2Zoc9x2DnwEc97y7m,['Person sitting on square carpet'],5,[''],1,6,2,page2-145.svg
2530,3,0.744444444444444,low,3,True,False,page5-102.svg,wKdxFyXxW9kX5KXow,['seahorse going left'],3,[''],1,4,2,page5-102.svg
2531,3,0.738888888888889,low,16,True,False,page3-207.svg,JoHuebSfKZ4gxMXfZ,['man walking to the left'],5,[''],1,6,2,page3-207.svg
2532,1,0.911111111111111,high,6,True,True,page6-6.svg,QrFwHQDosuyFWkzWx,['its three triangles with another triangle on top and a diamond on top of that'],15,[''],1,16,2,page6-6.svg
2533,4,0.962962962962963,high,3,True,False,page5-238.svg,YCC7eMxjeSSS3FTo2,['guy punch'],2,[''],1,3,2,page5-238.svg
2534,4,0.971969696969697,high,2,True,False,page5-31.svg,QrFwHQDosuyFWkzWx,['square with a shape cutout'],5,[''],1,6,2,page5-31.svg
2535,0,1.0,high,10,True,False,page6-155.svg,axi5jMj9E2hwx4u9u,['Looks like a bird with a long neck or a dinosaur'],11,[''],1,12,2,page6-155.svg
2536,2,1.0,high,3,True,False,page7-226.svg,eKc9Ew28JmANFu2aJ,['It looks like a rock'],5,[''],1,6,2,page7-226.svg
2537,4,0.857407407407407,high,3,True,True,page1-88.svg,eKc9Ew28JmANFu2aJ,['looks like a cloth tie'],5,[''],1,6,2,page1-88.svg
2538,3,0.933333333333333,high,7,True,False,page7-92.svg,YfjyoZxZ6vfPzZGKK,['A triangle stacked on the T'],6,[''],1,7,2,page7-92.svg
2539,3,0.777777777777778,low,3,True,False,page7-79.svg,fbpw95WgJgNm4NMAh,['Nessie facing right'],3,[''],1,4,2,page7-79.svg
2540,3,0.825925925925926,low,4,True,False,page1-5.svg,rMgoeNprYSWQMKzwi,['man with a chinese hat on'],6,[''],1,7,2,page1-5.svg
2541,3,0.991666666666667,high,3,True,False,page2-17.svg,q8TMjYJaqc6hTPnqs,['A house icon'],3,[''],1,4,2,page2-17.svg
2542,4,0.853703703703704,high,2,True,False,page1-75.svg,6mBzCXSubi5F6rSsS,['Bowl'],1,[''],1,2,2,page1-75.svg
2543,2,0.95,high,10,True,False,page2-101.svg,id3WLdXLfJo5e6Wve,['A man with a large collar facing you straight on'],10,[''],1,11,2,page2-101.svg
2544,0,0.990740740740741,high,12,True,False,page5-220.svg,kjhwp8J35G5bgGAmN,['A squat bishop chess piece'],5,[''],1,6,2,page5-220.svg
2545,4,0.948148148148148,high,19,False,True,page2-155.svg,nQnmTcmPRnKH8eCar,['Rat looking to the right with square feet'],8,[''],1,9,2,page6-200.svg
2546,3,0.851851851851852,high,6,True,False,page7-209.svg,9hFQyFjgEPjewnCCG,['large block leaning to the right'],6,[''],1,7,2,page7-209.svg
2547,1,0.883333333333333,high,5,True,False,page1-0.svg,kEQDyJQsKjxqDe59g,['It looks like a square with a smaller square missing in the topright corner'],14,[''],1,15,2,page1-0.svg
2548,2,0.844444444444445,low,4,True,False,page4-156.svg,Zs2cbSHmvytSeDxbp,['cigarette'],1,[''],1,2,2,page4-156.svg
2549,4,1.0,high,2,True,False,page6-162.svg,WXTckM4oJxEnFDFLe,['Arrow pointing to triangle'],4,[''],1,5,2,page6-162.svg
2550,4,1.0,high,3,True,False,page7-216.svg,QrFwHQDosuyFWkzWx,['arrow pointing to a diamond'],5,[''],1,6,2,page7-216.svg
2551,4,0.951851851851852,high,3,True,True,page4-93.svg,kjhwp8J35G5bgGAmN,['H with a bit of fancy bottom'],7,[''],1,8,2,page4-93.svg
2552,0,1.0,high,7,True,False,page6-155.svg,sp3kBYsFAiSayrmwZ,['It looks like a tall bird with its head on the left'],12,[''],1,13,2,page6-155.svg
2553,0,0.844444444444444,low,4,True,False,page7-188.svg,YfjyoZxZ6vfPzZGKK,['A goose'],2,[''],1,3,2,page7-188.svg
2554,4,0.948148148148148,high,5,True,False,page4-95.svg,id3WLdXLfJo5e6Wve,['Top of hydrant  arm with cup'],7,[''],1,8,2,page4-95.svg
2555,1,0.8,low,3,True,False,page2-155.svg,tSbakAiSWB7KXDu6v,['the dinausor'],2,[''],1,3,2,page2-155.svg
2556,3,0.933333333333333,high,4,True,False,page7-86.svg,Kw6oSMYPaiajMaAK3,['diamond head person with no arms and bit cut out of body'],12,[''],1,13,2,page7-86.svg
2557,1,0.868518518518519,high,8,True,False,page4-130.svg,EHfMENoA8iENJNGkP,['House with pipe out the right side'],7,[''],1,8,2,page4-130.svg
2558,0,0.777777777777778,low,19,False,False,page5-132.svg,3whbtG3epGkWgTWoq,['it looks like a 3 pronged triangle shape with another triangle in the lower right corner'],16,[''],1,17,2,page7-79.svg
2559,4,0.935185185185185,high,4,True,False,page1-56.svg,Hx9XTmMHdgbjpTQYw,['castle on the hill'],4,[''],1,5,2,page1-56.svg
2560,3,0.840740740740741,low,2,True,False,page4-16.svg,uKF3X2QxtxebFXsPP,['person walking to left'],4,[''],1,5,2,page4-16.svg
2561,2,0.985185185185185,high,18,True,False,page6-92.svg,xJsxXk6jj2LssMovZ,['Small down pointing triangle on shape with tail to the right'],11,[''],1,12,2,page6-92.svg
2562,4,1.0,high,5,True,False,page7-36.svg,6RC38FSG6Tuinbrx5,['2 large squares with triangle pointing up'],7,[''],1,8,2,page7-36.svg
2563,2,0.493939393939394,low,3,True,False,page7-122.svg,3uE7F4p5foAwjTXKt,['person walking'],2,[''],1,3,2,page7-122.svg
2564,3,0.976851851851852,high,4,True,False,page5-134.svg,Hx9XTmMHdgbjpTQYw,['upside down pyramids'],3,[''],1,4,2,page5-134.svg
2565,4,0.933333333333333,high,7,True,False,page2-47.svg,axi5jMj9E2hwx4u9u,['White up arrow in box and triangle'],7,[''],1,8,2,page2-47.svg
