game_id,configuration_file,round_id,trial_index,block,target,snd_value,snd_class,chat_mode,speaker_id,listener_id,context,phase,description,time_to_message,sec_until_click,response,correct,context_id
G119,ref2_pilot5_binned_threads_66_phase1.json,,0,,page6-23.svg,0.7776190476190477,low,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,the one standing on one leg,16,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,1,,page7-46.svg,0.9916666666666668,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,the one with a bird buried in th san,43,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,2,,page4-212.svg,0.8444444444444444,low,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,the one with arrow point down,26,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,3,,page8-240.svg,0.977777777777778,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Looks like a bath tub,19,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,4,,page3-14.svg,0.9166666666666666,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,a martin glass and straw but no handle at the bottom,34,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,5,,page5-123.svg,0.9564814814814816,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,the one with,45,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,6,,page9-36.svg,0.9685185185185186,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,letter s,25,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,7,,page3-95.svg,0.961111111111111,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,a mountain,8,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,8,,page7-71.svg,0.9166666666666669,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,a shark swimming towards you,12,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,9,,page5-107.svg,0.994074074074074,high,,168,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,a crying y,7,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,10,,page2-24.svg,0.9277777777777778,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,the letter v with weird things around it,13,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,11,,page7-88.svg,0.8722222222222221,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a bird,5,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,12,,page6-52.svg,1.0,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a cliff,6,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,13,,page7-103.svg,0.977777777777778,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,letter f,4,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,14,,page3-131.svg,0.8111111111111111,low,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a boat,3,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,15,,page8-20.svg,0.9222222222222222,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a pipe for smoking,13,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,16,,page9-7.svg,0.977777777777778,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a bird flying,8,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,17,,page7-71.svg,0.9166666666666669,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a shark swming,8,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,18,,page6-83.svg,0.977777777777778,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a turtle swiming towards you,14,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,19,,page4-79.svg,0.9018518518518516,high,,168,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,a statue of a man with wings,12,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,0,,page6-23.svg,0.7776190476190477,low,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Person facing left,17,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,1,,page7-46.svg,0.9916666666666668,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,A kite facing the right,28,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,2,,page4-212.svg,0.8444444444444444,low,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,A triangle with the pointed part facing right attached to another shape,35,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,3,,page8-240.svg,0.977777777777778,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Looks like an exhaust,18,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,4,,page3-14.svg,0.9166666666666666,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Attached to a triangle facing down,16,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,5,,page5-123.svg,0.9564814814814816,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Three triangles attached to a shape,26,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,6,,page9-36.svg,0.9685185185185186,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,An upward furnace,17,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,7,,page3-95.svg,0.961111111111111,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,A block,11,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,8,,page7-71.svg,0.9166666666666669,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Four sides facing downwards,18,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,9,,page5-107.svg,0.994074074074074,high,,77,,"['page6-23.svg', 'page7-46.svg', 'page4-212.svg', 'page8-240.svg', 'page3-14.svg', 'page5-123.svg', 'page9-36.svg', 'page3-95.svg', 'page7-71.svg', 'page5-107.svg']",1,Looks like a K,9,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,10,,page2-24.svg,0.9277777777777778,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,A V,27,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,11,,page7-88.svg,0.8722222222222221,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Triangle pointing downwards,14,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,12,,page6-52.svg,1.0,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Flat top,20,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,13,,page7-103.svg,0.977777777777778,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Looks like a F,8,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,14,,page3-131.svg,0.8111111111111111,low,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Looks like a ship,10,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,15,,page8-20.svg,0.9222222222222222,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Looks like a smoking pipe,9,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,16,,page9-7.svg,0.977777777777778,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Looks like an X,7,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,17,,page7-71.svg,0.9166666666666669,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,4 sides facing down,9,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,18,,page6-83.svg,0.977777777777778,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,Looks like a wheel barrow,14,,,,66
G119,ref2_pilot5_binned_threads_66_phase1.json,,19,,page4-79.svg,0.9018518518518516,high,,77,,"['page2-24.svg', 'page7-88.svg', 'page6-52.svg', 'page7-103.svg', 'page3-131.svg', 'page8-20.svg', 'page9-7.svg', 'page7-71.svg', 'page6-83.svg', 'page4-79.svg']",1,A person facing right,11,,,,66
G125,ref2_pilot5_binned_threads_49_phase1.json,,0,,page5-144.svg,0.7777777777777779,low,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,upwards spiky arrow,12,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,1,,page8-247.svg,0.6333333333333334,low,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,dog lying diagonally on the floor,8,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,2,,page3-122.svg,0.974074074074074,high,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,downwards sword hilt,7,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,3,,page7-133.svg,0.8444444444444444,low,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,boat shape with spike,6,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,4,,page4-16.svg,0.8407407407407407,low,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,man walking,4,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,5,,page1-105.svg,0.962962962962963,high,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,vampire teeth,7,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,6,,page1-167.svg,0.9111111111111112,high,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,fishing hook,5,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,7,,page1-83.svg,0.961111111111111,high,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,gladiator helme,4,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,8,,page2-146.svg,0.888888888888889,high,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,pregnant woman,5,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,9,,page3-198.svg,0.937037037037037,high,,66,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,man praying,3,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,10,,page1-83.svg,0.961111111111111,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,gladiator helmet,5,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,11,,page3-4.svg,0.962962962962963,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,information icon,5,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,12,,page5-84.svg,0.5111111111111112,low,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,horse,3,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,13,,page5-44.svg,0.9055555555555556,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,upwards arrow on podium,5,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,14,,page4-89.svg,0.8796296296296295,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,pan doing backwards arms,6,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,15,,page1-148.svg,0.977777777777778,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,diamond holder,4,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,16,,page5-220.svg,0.9907407407407408,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,batman logo,21,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,17,,page1-125.svg,0.8455555555555556,low,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a gazebo,6,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,18,,page4-47.svg,0.7092592592592593,low,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,praying man,3,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,19,,page5-60.svg,0.976851851851852,high,,66,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a small mountain,6,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,0,,page5-144.svg,0.7777777777777779,low,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,Rocket shaped,15,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,1,,page8-247.svg,0.6333333333333334,low,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,Galloping horse to the left,15,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,2,,page3-122.svg,0.974074074074074,high,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,human with arms outstretched,10,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,3,,page7-133.svg,0.8444444444444444,low,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,boat-shaped with an extra triangle,24,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,4,,page4-16.svg,0.8407407407407407,low,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,a person taking a step to the left,10,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,5,,page1-105.svg,0.962962962962963,high,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,bowl-shaped with two excess triangle underneath,18,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,6,,page1-167.svg,0.9111111111111112,high,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,a snake with it's head pointing to the right,15,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,7,,page1-83.svg,0.961111111111111,high,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,house-shaped with a white cut-out image that looks like a fox,30,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,8,,page2-146.svg,0.888888888888889,high,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,a person dropping their left shoulder to their right,44,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,9,,page3-198.svg,0.937037037037037,high,,269,,"['page5-144.svg', 'page8-247.svg', 'page3-122.svg', 'page7-133.svg', 'page4-16.svg', 'page1-105.svg', 'page1-167.svg', 'page1-83.svg', 'page2-146.svg', 'page3-198.svg']",1,a person kneeling with arms outsretched in front of them,20,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,10,,page1-83.svg,0.961111111111111,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,House-shaped with a white cut-out that looks like a fox,29,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,11,,page3-4.svg,0.962962962962963,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a person standing front-on with arms and legs closed,24,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,12,,page5-84.svg,0.5111111111111112,low,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a horse facing right,8,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,13,,page5-44.svg,0.9055555555555556,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a rocket with flames,11,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,14,,page4-89.svg,0.8796296296296295,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a person facing left with one leg lifted off the ground,18,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,15,,page1-148.svg,0.977777777777778,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,an elephant's face,5,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,16,,page5-220.svg,0.9907407407407408,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a fox's face,6,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,17,,page1-125.svg,0.8455555555555556,low,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a bridge with a crown-shaped white cut-out,14,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,18,,page4-47.svg,0.7092592592592593,low,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,a person kneeling with arms out  at a right-angle,19,,,,49
G125,ref2_pilot5_binned_threads_49_phase1.json,,19,,page5-60.svg,0.976851851851852,high,,269,,"['page1-83.svg', 'page3-4.svg', 'page5-84.svg', 'page5-44.svg', 'page4-89.svg', 'page1-148.svg', 'page5-220.svg', 'page1-125.svg', 'page4-47.svg', 'page5-60.svg']",1,"Mountain-shaped with only one sharp peak, and two plateaus",34,,,,49
G066,ref2_pilot5_binned_threads_96_phase1.json,,0,,page3-56.svg,0.7916666666666666,low,,205,,"['page3-56.svg', 'page4-192.svg', 'page8-249.svg', 'page4-16.svg', 'page5-65.svg', 'page7-17.svg', 'page5-38.svg', 'page1-90.svg', 'page7-165.svg', 'page1-129.svg']",1,it looks like a bat,27,,,,96
