file	column	before	after
data/full_data.csv	description	kinda shark. fish tail in top right of box,triangle  fin at bottom centre	kinda shark. fish tail in top right of box,triangle fin at bottom centre
data/full_data.csv	description	A shape that looks like an egg timer.  cone triangluar shape at top and bottom	A shape that looks like an egg timer. cone triangluar shape at top and bottom
data/full_data.csv	description	Hi, looks like a boat with an arrrow pointing upwards from the centre	looks like a boat with an arrrow pointing upwards from the centre
data/full_data.csv	description	Three cubes on top of each other (getting smaller upwards) with  something stikcing out of the bottom one to the left	Three cubes on top of each other (getting smaller upwards) with something stikcing out of the bottom one to the left
data/full_data.csv	description	Like a person kneeling /  praying	Like a person kneeling / praying
data/full_data.csv	description	Someone with a top hat and  a backpack walking away	Someone with a top hat and a backpack walking away
data/full_data.csv	description	Difficult! Triangles and squares in a sort of block sorry!	Triangles and squares in a sort of block
data/full_data.csv	description	like  an army rank upside down	like an army rank upside down
data/full_data.csv	description	like  a very skinny house with a chimney and white rectangular, tilted sticker on it.	like a very skinny house with a chimney and white rectangular, tilted sticker on it.
data/full_data.csv	description	symmetrical with a square in the middle and two triangles on either side.  totally flat on the bottom all the way across	symmetrical with a square in the middle and two triangles on either side. totally flat on the bottom all the way across
data/full_data.csv	description	looks like someone sitting  or kneeling, diamond shaped head	looks like someone sitting or kneeling, diamond shaped head
data/full_data.csv	description	finger curled  with an object on top like a hook	finger curled with an object on top like a hook
data/full_data.csv	description	Square oriented as diamond, on top of  a tallsup	Square oriented as diamond, on top of a tallsup
data/full_data.csv	description	Hello	
data/full_data.csv	description	Hey there!	
data/full_data.csv	description	jagged on the left.  triangle on top poing right	jagged on the left. triangle on top poing right
data/full_data.csv	description	Hi	
data/full_data.csv	description	How do you do?	
data/full_data.csv	description	this looks like a russian dancing man with a leg kicked out, his body is all black except for a white diamond for  a head	this looks like a russian dancing man with a leg kicked out, his body is all black except for a white diamond for a head
data/full_data.csv	description	hi	
data/full_data.csv	description	hi	
data/full_data.csv	description	the one that looks like a person wearing  a tophat	the one that looks like a person wearing a tophat
data/full_data.csv	description	looks like a crange without legs (almost complete rectangle as body - diagonal line extending to right and triangle pointitng  to left)	looks like a crange without legs (almost complete rectangle as body - diagonal line extending to right and triangle pointitng to left)
data/full_data.csv	description	Hello	
data/full_data.csv	description	long and phallic lol	
data/full_data.csv	description	it looks like a woman laying on her back. you can see her triangle breasts. something is on her head that is like 2 triangles facin	
data/full_data.csv	description	man draggina  sack	man draggina sack
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a man wearing a graduation hat and big wide shoulders', 'sorry v hard to describe this one', 'yeah', 'batman vibes too’ ‘its wide']	['looks like a man wearing a graduation hat and big wide shoulders', 'yeah', 'batman vibes too’ ‘its wide']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a smaller upside down triangle on top of two pairs of sideways triangls', 'with a base', 'sort of like a suction device but upside down', 'this one is tough to describe', 'flat top and flat bottom', 'yes']	['looks like a smaller upside down triangle on top of two pairs of sideways triangls', 'with a base', 'sort of like a suction device but upside down', 'flat top and flat bottom', 'yes']
analyses/data/clean_no_discourse.csv	listener_desc	['There are two that fit the description', 'is it the one that has handlike']	['is it the one that has handlike']
analyses/data/clean_no_discourse.csv	listener_desc	['more info']	[]
analyses/data/clean_no_discourse.csv	listener_desc	['more']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['lol it doesnt look like anything  there is a white space in the lower left corner that would look like a white square', 'hm', 'it has two peaks pointing downwards', 'like the letter W']	['it doesnt look like anything there is a white space in the lower left corner that would look like a white square', 'it has two peaks pointing downwards', 'like the letter W']
analyses/data/clean_no_discourse.csv	listener_desc	['which one', 'the previous one or the diamond']	['the previous one or the diamond']
analyses/data/clean_no_discourse.csv	speaker_desc	['diagonal image like a face with a crown on top', 'small 3 point crown on top of diagonal image', 'Base is a triangle with  a trapezoid on top', 'then the small three point crown']	['diagonal image like a face with a crown on top', 'small 3 point crown on top of diagonal image', 'Base is a triangle with a trapezoid on top', 'then the small three point crown']
analyses/data/clean_no_discourse.csv	listener_desc	['sitting down', 'ahh fishy one']	['sitting down', 'fishy one']
analyses/data/clean_no_discourse.csv	speaker_desc	['triangle with a large pen on top', 'or upside down house on top', 'thanks', 'same to you']	['triangle with a large pen on top', 'or upside down house on top']
analyses/data/clean_no_discourse.csv	speaker_desc	['Kicking to the right with one leg on the ground', 'Square head', 'reset', 'Person facing to the right with one leg up and one leg down with a square head']	['Kicking to the right with one leg on the ground', 'Square head', 'Person facing to the right with one leg up and one leg down with a square head']
analyses/data/clean_no_discourse.csv	speaker_desc	['Big Bird long neck', 'turned to the left  yes square feet', 'I mean turned to the right']	['Big Bird long neck', 'turned to the left yes square feet', 'I mean turned to the right']
analyses/data/clean_no_discourse.csv	listener_desc	['more info please', 'is there a square on top']	['is there a square on top']
analyses/data/clean_no_discourse.csv	listener_desc	['what do you think it most looks like']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['it looks like a pyramid to the right of an italicized square  i forget the name of the shape', 'big triangle on the right', 'yes']	['it looks like a pyramid to the right of an italicized square i forget the name of the shape', 'big triangle on the right', 'yes']
analyses/data/clean_no_discourse.csv	listener_desc	['more info pls']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['verticle  pointy things facing left', 'yes']	['verticle pointy things facing left', 'yes']
analyses/data/clean_no_discourse.csv	speaker_desc	['Person facing the left with leg up', 'ice skater', 'human']	['Person facing the left with leg up', 'ice skater']
analyses/data/clean_no_discourse.csv	speaker_desc	['ice skater with leg up to right and arms out to left', 'no problem this is crazy']	['ice skater with leg up to right and arms out to left']
analyses/data/clean_no_discourse.csv	speaker_desc	['Imagine like showing your ding dong']	[]
analyses/data/clean_no_discourse.csv	listener_desc	['zig zag edges  both side']	['zig zag edges both side']
analyses/data/clean_no_discourse.csv	listener_desc	['more info']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['man holding a flying kite to the right', 'yes a kite  rectangle shape']	['man holding a flying kite to the right', 'yes a kite rectangle shape']
analyses/data/clean_no_discourse.csv	listener_desc	['more']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['it has a long bottom part and then a triangle on top and a square on top of that', 'hard to desrcribe', 'on left it looks like it can rest on a shelf']	['it has a long bottom part and then a triangle on top and a square on top of that', 'on left it looks like it can rest on a shelf']
analyses/data/clean_no_discourse.csv	speaker_desc	['Like a broken piece in 2 parts  not one we had yet', 'Like a split block']	['Like a broken piece in 2 parts not one we had yet', 'Like a split block']
analyses/data/clean_no_discourse.csv	speaker_desc	['object looking vertical  symetrical shape', 'sideways']	['object looking vertical symetrical shape', 'sideways']
analyses/data/clean_no_discourse.csv	listener_desc	['need more']	[]
analyses/data/clean_no_discourse.csv	listener_desc	['explain more please']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['Little diamond on top right  fancy shape below', 'yes']	['Little diamond on top right fancy shape below', 'yes']
analyses/data/clean_no_discourse.csv	speaker_desc	['It kind of looks like a dreidel', 'Oh its like the Jewish top']	['It kind of looks like a dreidel', 'its like the Jewish top']
analyses/data/clean_no_discourse.csv	speaker_desc	['this looks like a small bowl on top of a rock with a little cut at the bottom', 'this ones hard idk']	['this looks like a small bowl on top of a rock with a little cut at the bottom']
analyses/data/clean_no_discourse.csv	speaker_desc	['a heart 3', 'with  tringle']	['a heart 3', 'with tringle']
analyses/data/clean_no_discourse.csv	listener_desc	['describe the shapes from top to bottom']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['hard to describe', 'letter m on the right of the image']	['letter m on the right of the image']
analyses/data/clean_no_discourse.csv	speaker_desc	['like a mouth that is opening to the right', 'sorry thats not a great description']	['like a mouth that is opening to the right']
analyses/data/clean_no_discourse.csv	speaker_desc	['It  looks like a man holding a bowl']	['It looks like a man holding a bowl']
analyses/data/clean_no_discourse.csv	speaker_desc	['person lying down lifting their leg up  yes easier to describe']	['person lying down lifting their leg up yes easier to describe']
analyses/data/clean_no_discourse.csv	speaker_desc	['No worries i struggled with the explanation', 'this one is an upside down U']	['this one is an upside down U']
analyses/data/clean_no_discourse.csv	speaker_desc	['dog  head pointing up to the right']	['dog head pointing up to the right']
analyses/data/clean_no_discourse.csv	speaker_desc	['large square   rectangle stuck to the side with some sharp points']	['large square rectangle stuck to the side with some sharp points']
analyses/data/clean_no_discourse.csv	speaker_desc	['tree no stem', 'good description']	['tree no stem']
analyses/data/clean_no_discourse.csv	speaker_desc	['the same that doesnt look like anything  with a W on the bottom']	['the same that doesnt look like anything with a W on the bottom']
analyses/data/clean_no_discourse.csv	speaker_desc	['Alright so this is the one I thought it was', 'it looks like an animal with a triangle head']	['it looks like an animal with a triangle head']
analyses/data/clean_no_discourse.csv	speaker_desc	['a weird disjointed arrow pointing north haha']	['a weird disjointed arrow pointing north']
analyses/data/clean_no_discourse.csv	speaker_desc	['Just wanted to say good job', 'this one is the letter C']	['this one is the letter C']
analyses/data/clean_no_discourse.csv	speaker_desc	['A girl with long hair and a triangle body  no arms or legs']	['A girl with long hair and a triangle body no arms or legs']
analyses/data/clean_no_discourse.csv	listener_desc	['need more description']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a chevron  lit candle']	['looks like a chevron lit candle']
analyses/data/clean_no_discourse.csv	speaker_desc	['L  Square']	['L Square']
analyses/data/clean_no_discourse.csv	speaker_desc	['a man with his ding dong out']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['Batmans head lol']	['Batmans head']
analyses/data/clean_no_discourse.csv	speaker_desc	['it looks  like a paper  bird looking down']	['it looks like a paper bird looking down']
analyses/data/clean_no_discourse.csv	speaker_desc	['umm full height on the left and slopes out at the bottom']	['full height on the left and slopes out at the bottom']
analyses/data/clean_no_discourse.csv	speaker_desc	['a 0 wit  atriangleon top and has a tail underneath']	['a 0 wit atriangleon top and has a tail underneath']
analyses/data/clean_no_discourse.csv	speaker_desc	['A man facing  you with a vampire type collar']	['A man facing you with a vampire type collar']
analyses/data/clean_no_discourse.csv	speaker_desc	['symetrical vertical shape  large diamond on top']	['symetrical vertical shape large diamond on top']
analyses/data/clean_no_discourse.csv	speaker_desc	['tree splitting in different  diffections']	['tree splitting in different diffections']
analyses/data/clean_no_discourse.csv	speaker_desc	['Like a broken piece in 2 parts  not one we had yet']	['Like a broken piece in 2 parts not one we had yet']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a paper  bird looking down']	['looks like a paper bird looking down']
analyses/data/clean_no_discourse.csv	speaker_desc	['the one you just picked     looks a bit like a slide at a kids play area']	['the one you just picked looks a bit like a slide at a kids play area']
analyses/data/clean_no_discourse.csv	speaker_desc	['not a very distinctive block  leans to the right']	['not a very distinctive block leans to the right']
analyses/data/clean_no_discourse.csv	speaker_desc	['capitol G lol']	['capitol G']
analyses/data/clean_no_discourse.csv	speaker_desc	['a big rectangle     left hand side edge is a zig zag edge other side']	['a big rectangle left hand side edge is a zig zag edge other side']
analyses/data/clean_no_discourse.csv	speaker_desc	['Ding dong out']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['bird flying  tail up and to right']	['bird flying tail up and to right']
analyses/data/clean_no_discourse.csv	speaker_desc	['bird   not the one with wings spread open']	['bird not the one with wings spread open']
analyses/data/clean_no_discourse.csv	speaker_desc	['The straight Arrow   btween a hill']	['The straight Arrow btween a hill']
analyses/data/clean_no_discourse.csv	speaker_desc	['elephant haha']	['elephant']
analyses/data/clean_no_discourse.csv	speaker_desc	['tree with  diamond leaf']	['tree with diamond leaf']
analyses/data/clean_no_discourse.csv	speaker_desc	['ding dong out']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['square with a cut off corner on a surface to the left   2 triagnles']	['square with a cut off corner on a surface to the left 2 triagnles']
analyses/data/clean_no_discourse.csv	speaker_desc	['ding dong out']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['man pray  point left']	['man pray point left']
analyses/data/clean_no_discourse.csv	speaker_desc	['2 triangles stuck to a corner of a square  opposite side of swore has corner cut off']	['2 triangles stuck to a corner of a square opposite side of swore has corner cut off']
analyses/data/clean_no_discourse.csv	speaker_desc	['a bird  ostrich thick legs']	['a bird ostrich thick legs']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a trophy    triangle at bottom   square  then rectangle   diamond stone']	['looks like a trophy triangle at bottom square then rectangle diamond stone']
analyses/data/clean_no_discourse.csv	speaker_desc	['Like a hose attached to a fire hydrant  but just the top of the hydrant showing']	['Like a hose attached to a fire hydrant but just the top of the hydrant showing']
analyses/data/clean_no_discourse.csv	speaker_desc	['pu described this as  aperson standing up  kicking to the left']	['pu described this as aperson standing up kicking to the left']
analyses/data/clean_no_discourse.csv	speaker_desc	['an upwards arrow  chevron']	['an upwards arrow chevron']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a giraffe lol']	['looks like a giraffe']
analyses/data/clean_no_discourse.csv	speaker_desc	['set of steps  Wierd how there are 2 we never get asked about']	['set of steps Wierd how there are 2 we never get asked about']
analyses/data/clean_no_discourse.csv	speaker_desc	['Top of hydrant  arm with cup']	['Top of hydrant arm with cup']
analyses/data/clean_no_discourse.csv	speaker_desc	['robot  2 big flat feet']	['robot 2 big flat feet']
analyses/data/clean_no_discourse.csv	speaker_desc	['shape looking right  square on top']	['shape looking right square on top']
analyses/data/clean_no_discourse.csv	speaker_desc	['finger pointing you descriptions are much better than mine haha']	['finger pointing you descriptions are much better than mine']
analyses/data/clean_no_discourse.csv	speaker_desc	['cake again lol']	['cake again']
analyses/data/clean_no_discourse.csv	speaker_desc	['I dont know  It looks like a subway car traveling to the left']	['I dont know It looks like a subway car traveling to the left']
analyses/data/clean_no_discourse.csv	speaker_desc	['white part looks like a crown  black around it']	['white part looks like a crown black around it']
analyses/data/clean_no_discourse.csv	speaker_desc	['rocket  about to launch']	['rocket about to launch']
analyses/data/clean_no_discourse.csv	speaker_desc	['person with the cut in the middle of the body  again']	['person with the cut in the middle of the body again']
analyses/data/clean_no_discourse.csv	speaker_desc	['flat base with a symbol facing down on top  2 pieces']	['flat base with a symbol facing down on top 2 pieces']
analyses/data/clean_no_discourse.csv	speaker_desc	['man walking to left   the bigger man']	['man walking to left the bigger man']
analyses/data/clean_no_discourse.csv	speaker_desc	['doesnt look like anything  W']	['doesnt look like anything W']
analyses/data/clean_no_discourse.csv	speaker_desc	['hmm wheres my broomstick flyin left']	['wheres my broomstick flyin left']
analyses/data/clean_no_discourse.csv	speaker_desc	['a mountain range with4 mountains and  a flat middle']	['a mountain range with4 mountains and a flat middle']
analyses/data/clean_no_discourse.csv	speaker_desc	['rectangle  and']	['rectangle and']
analyses/data/clean_no_discourse.csv	speaker_desc	['hurry']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['like a person standing on one foot  square head']	['like a person standing on one foot square head']
analyses/data/clean_no_discourse.csv	speaker_desc	['a person sitting on a ledge defecating lol']	['a person sitting on a ledge defecating']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like  a water closet with 2 triangular legs']	['looks like a water closet with 2 triangular legs']
analyses/data/clean_no_discourse.csv	speaker_desc	['an old fashioned smoking pipe you should be a writer']	['an old fashioned smoking pipe']
analyses/data/clean_no_discourse.csv	speaker_desc	['someone sitting down  not the reading one facing right']	['someone sitting down not the reading one facing right']
analyses/data/clean_no_discourse.csv	speaker_desc	['weird leaf the one we both get stuck on ahahah']	['weird leaf the one we both get stuck on']
analyses/data/clean_no_discourse.csv	speaker_desc	['the prism shape  captain hook ha']	['the prism shape captain hook ha']
analyses/data/clean_no_discourse.csv	speaker_desc	['an arch  or hook']	['an arch or hook']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a wonky S  snakelike figure']	['looks like a wonky S snakelike figure']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like an arch with white in middle  stingray from above with rectangle cut out in middle']	['looks like an arch with white in middle stingray from above with rectangle cut out in middle']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like  a square with two legs pointing out in different directions']	['looks like a square with two legs pointing out in different directions']
analyses/data/clean_no_discourse.csv	speaker_desc	['oh I was the speaker sorry  Short bowl']	['I was the speaker sorry Short bowl']
analyses/data/clean_no_discourse.csv	speaker_desc	['looks like a neck tie  microphone']	['looks like a neck tie microphone']
analyses/data/clean_no_discourse.csv	speaker_desc	['Someone holding  a tray out to the right']	['Someone holding a tray out to the right']
analyses/data/clean_no_discourse.csv	speaker_desc	['neck tie  microphone']	['neck tie microphone']
analyses/data/clean_no_discourse.csv	speaker_desc	['two shapes  the bottom black one is like a bowl and theres a square with a triangle cutout on top']	['two shapes the bottom black one is like a bowl and theres a square with a triangle cutout on top']
analyses/data/clean_no_discourse.csv	speaker_desc	['great to have met you  very busy christmas tree not completely symetric pointing north']	[]
analyses/data/clean_no_discourse.csv	speaker_desc	['a soup ladle  with 2 short legs']	['a soup ladle with 2 short legs']
analyses/data/clean_no_discourse.csv	speaker_desc	['bean lol']	['bean']
analyses/data/clean_no_discourse.csv	speaker_desc	['dog lying flat facing  to the left']	['dog lying flat facing to the left']
analyses/data/clean_no_discourse.csv	speaker_desc	['the lobster claw thing again haha']	['the lobster claw thing again']
analyses/data/clean_no_discourse.csv	speaker_desc	['truck  square jagged left side']	['truck square jagged left side']
analyses/data/clean_no_discourse.csv	speaker_desc	['chicken thing lol']	['chicken thing']
analyses/data/pilot1_data.csv	description	A boat with a house typed shape.  Please message me when you are the speaker	A boat with a house typed shape.
analyses/data/pilot1_data.csv	description	a  3d diamond	a 3d diamond
analyses/data/pilot1_data.csv	description	Rectangle with missing part (GG :) )	Rectangle with missing part
analyses/data/pilot1_data.csv	description	fox - why aren't you typing when it's your turn? Are you a bot??	fox
analyses/data/pilot1_data.csv	description	WOW.. GUY LAYING DOWN DOING CRAB	GUY LAYING DOWN DOING CRAB
analyses/data/pilot1_data.csv	description	Man walking to the right.  Great job, partner!	Man walking to the right.
analyses/data/pilot1_data.csv	description	Sorry! A square item with a spout. Like an oil can	A square item with a spout. Like an oil can
analyses/data/pilot1_data.csv	description	the3  spiky hair one	the3 spiky hair one
analyses/data/pilot1_data.csv	description	house  on top of a boat	house on top of a boat
analyses/data/pilot1_data.csv	description	looks like  skyscrapper on top of a bench  (the hollowed out shape from the cottage)	looks like skyscrapper on top of a bench (the hollowed out shape from the cottage)
analyses/data/pilot1_data.csv	description	croc one again (are you seeing these messages??)	croc one again
analyses/data/pilot1_data.csv	description	points at 7 oclock  like you mention last time	points at 7 oclock like you mention last time
analyses/data/pilot1_data.csv	description	ah sorry. this is the cat facing left with a long tail. looks like its walking	this is the cat facing left with a long tail. looks like its walking
analyses/data/pilot1_data.csv	description	Looks like a cock in bottom row	
analyses/data/pilot1_data.csv	description	looks like  a k	looks like a k
analyses/data/pilot1_data.csv	description	cock and balls with left ball missing	
analyses/data/pilot1_data.csv	description	the letter C, thanks for the game	the letter C
analyses/data/pilot1_data.csv	description	A  cat leaping to the left	A cat leaping to the left
analyses/data/pilot1_data.csv	description	hmmm top middle ? has 7 points	top middle ? has 7 points
analyses/data/pilot1_data.csv	description	Very hard to describe. Looks like half a rectangle split half way	Looks like half a rectangle split half way
analyses/data/pilot1_data.csv	description	Person with triangle breasts on knees	
analyses/data/pilot1_data.csv	description	A swimming duck. Hello by the way :)	A swimming duck.
analyses/data/pilot1_data.csv	description	Eagle.  Why aren't you sending me messages when I'm the listener?	Eagle.
analyses/data/pilot1_data.csv	description	horse, have you been getting my messgaes?	horse
analyses/data/pilot1_data.csv	description	Same again - bird in flight. Can you type quicker at your end?	Same again - bird in flight.
analyses/data/pilot1_data.csv	description	Looks like  man sitting down facing the right hand side	Looks like man sitting down facing the right hand side
analyses/data/pilot1_data.csv	description	table with ears :)	table with ears
analyses/data/pilot2_data.csv	description	looks like the letter E but  with the bottom cut off	looks like the letter E but with the bottom cut off
analyses/data/pilot2_data.csv	description	sperm cell	
analyses/data/pilot2_data.csv	description	Stairs and a doorway above a pit.  Have a nice day	Stairs and a doorway above a pit.
analyses/data/pilot2_data.csv	description	silhouette  of mountains	silhouette of mountains
analyses/data/pilot2_data.csv	description	Image is kinda cut off for me. It looks a bit like the recycling symbol I think	It looks a bit like the recycling symbol I think
analyses/data/pilot2_data.csv	description	looks like a dildo	
analyses/data/pilot2_data.csv	description	looks like a golf  club	looks like a golf club
analyses/data/pilot2_data.csv	description	Sorry! But.. the one you picked last time :-)	the one you picked last time
analyses/data/pilot2_data.csv	description	sorry! anyway, bunny	bunny
analyses/data/pilot2_data.csv	description	oh god. It's a block with a diagonal bottom bit, with a little triangle pointing to the left	god. It's a block with a diagonal bottom bit, with a little triangle pointing to the left
analyses/data/pilot2_data.csv	description	The rocket ship thing. Also our images are laid out differently so dont rely on that.	The rocket ship thing.
analyses/data/pilot2_data.csv	description	the two squares and the  triangle	the two squares and the triangle
analyses/data/pilot2_data.csv	description	Trapazoid with one inverted  corner on the top left of it	Trapazoid with one inverted corner on the top left of it
analyses/data/pilot2_data.csv	description	Lmao. Looks kinda like a fish or dolphin balancing a square on its nose	Looks kinda like a fish or dolphin balancing a square on its nose
analyses/data/pilot2_data.csv	description	Looks like person kicking to the left. Nice work and take care	Looks like person kicking to the left.
analyses/data/pilot2_data.csv	description	a penis to the right	
analyses/data/pilot2_data.csv	description	oh! rocket!!	rocket!!
analyses/data/pilot2_data.csv	description	flat on top edge, pointing to  right, small triangle on bas	flat on top edge, pointing to right, small triangle on bas
analyses/data/pilot2_data.csv	description	like a bridge but with small triangles on the  top on each side.	like a bridge but with small triangles on the top on each side.
analyses/data/pilot2_data.csv	description	The beaker one that you selected last time haha	The beaker one that you selected last time
analyses/data/pilot2_data.csv	description	i think the messages are only sent if you describe the shape, not the position its in. it's like a pipe that sherlock holms smokesz	it's like a pipe that sherlock holms smokesz
analyses/data/pilot2_data.csv	description	at least this is pretty easy :'),  elvis !	elvis
analyses/data/pilot2_data.csv	description	pillar. long rectangle standing  shape. left side jagged	pillar. long rectangle standing shape. left side jagged
analyses/data/pilot2_data.csv	description	OH different. Animal, 2 legs, head pointing left	different. Animal, 2 legs, head pointing left
analyses/data/pilot2_data.csv	description	looks like a man with a BIG erection	
analyses/data/pilot2_data.csv	description	the random one i struggle to describe! Like half a shield	Like half a shield
analyses/data/pilot2_data.csv	description	Our old friend the bunny. Hoping they'll change these images up before the end	Our old friend the bunny.
analyses/data/pilot2_data.csv	description	peson sitting on  throne	peson sitting on throne
analyses/data/pilot2_data.csv	description	The wrong beaker one lol	The wrong beaker one
analyses/data/pilot2_data.csv	description	half moon !	half moon
analyses/data/pilot2_data.csv	description	Bridge with pointy ends and square feet. Great description btw	Bridge with pointy ends and square feet.
analyses/data/pilot2_data.csv	description	small triangle with  large 5 sided on top	small triangle with large 5 sided on top
analyses/data/pilot2_data.csv	description	looks like a human walking up  something got square head	looks like a human walking up something got square head
analyses/data/pilot2_data.csv	description	hello	
analyses/data/pre_post.csv	p1_description	step  mountain	step mountain
analyses/data/pre_post.csv	p1_description	 cooked chicken 2 leg instead 4	cooked chicken 2 leg instead 4
analyses/data/pre_post.csv	p1_description	turtle body  cooked chicken head 2 leg	turtle body cooked chicken head 2 leg
analyses/data/pre_post.csv	p1_description	horrible describe  symmetrical  bas triangle  lot turn triangle rubbish treee	horrible describe symmetrical bas triangle lot turn triangle rubbish treee
analyses/data/pre_post.csv	p1_description	picture triangle sit square  slide go leave hand  flick right	picture triangle sit square slide go leave hand flick right
analyses/data/pre_post.csv	p1_description	table lamp  traingle base  square big square  lamp shade	table lamp traingle base square big square lamp shade
analyses/data/pre_post.csv	p1_description	letter f  triangle	letter f triangle
analyses/data/pre_post.csv	p1_description	nearly rectangle  square tringle	nearly rectangle square tringle
analyses/data/pre_post.csv	p1_description	person stand fall ground heel point ..	person stand fall ground heel point
analyses/data/pre_post.csv	p1_description	sit face leave leg  straight head	sit face leave leg straight head
analyses/data/pre_post.csv	p1_description	kind chair  triangle center left bit	kind chair triangle center left bit
analyses/data/pre_post.csv	p1_description	boat high wall left triangle  square pointing upward	boat high wall left triangle square pointing upward
analyses/data/pre_post.csv	p1_description	snake stand  face right	snake stand face right
analyses/data/pre_post.csv	p1_description	square  long square d	square long square d
analyses/data/pre_post.csv	p1_description	point  traingle	point traingle
analyses/data/pre_post.csv	p1_description	bird shape look  leave	bird shape look leave
analyses/data/pre_post.csv	p1_description	great description time say legless  step stair	great description time say legless step stair
analyses/data/pre_post.csv	p1_description	yeah  bit hook question mark ......	yeah bit hook question mark
analyses/data/pre_post.csv	p1_description	wheel barrow  2 square	wheel barrow 2 square
analyses/data/pre_post.csv	p1_description	backward  letter j	backward letter j
analyses/data/pre_post.csv	p1_description	microphone  square half way	microphone square half way
analyses/data/pre_post.csv	p1_description	inverted t  wirh base rhe rop	inverted t wirh base rhe rop
analyses/data/pre_post.csv	p1_description	look bit water  pump rectangle right hand	look bit water pump rectangle right hand
analyses/data/pre_post.csv	p1_description	possibly person kneale dripping tap  square diagonally	possibly person kneale dripping tap square diagonally
analyses/data/pre_post.csv	p1_description	 7	7
analyses/data/pre_post.csv	p1_description	y opposite  direction triangle ontop	y opposite direction triangle ontop
analyses/data/pre_post.csv	p1_description	double  leg	double leg
analyses/data/pre_post.csv	p1_description	3  arrow overlap	3 arrow overlap
analyses/data/pre_post.csv	p1_description	hi	
analyses/data/pre_post.csv	p1_description	upside scorpion tail air  random triangle upside scorpion	upside scorpion tail air random triangle upside scorpion
analyses/data/pre_post.csv	p1_description	oh bird long tail	bird long tail
analyses/data/pre_post.csv	p1_description	hi	
analyses/data/pre_post.csv	p1_description	shape egg timer  cone triangluar shape	shape egg timer cone triangluar shape
analyses/data/pre_post.csv	p1_description	hey	
analyses/data/pre_post.csv	p1_description	girl boob	
analyses/data/pre_post.csv	p1_description	person wear  tophat	person wear tophat
analyses/data/pre_post.csv	p2_description	bird fly upwards wing spread point triangle  balance	bird fly upwards wing spread point triangle balance
analyses/data/pre_post.csv	p2_description	crocadile jaw beak point  right	crocadile jaw beak point right
analyses/data/pre_post.csv	p2_description	man point  west	man point west
analyses/data/pre_post.csv	p2_description	question mark  hook	question mark hook
analyses/data/pre_post.csv	p2_description	chevron road mark  military stripe	chevron road mark military stripe
analyses/data/pre_post.csv	p2_description	low case letter h  funny square stick	low case letter h funny square stick
analyses/data/pre_post.csv	p2_description	mountain range pyramid skyline  2 point bit face sink underground	mountain range pyramid skyline 2 point bit face sink underground
analyses/data/pre_post.csv	p2_description	look bit dildo	
analyses/data/pre_post.csv	p2_description	house large triangle left small  right sq	house large triangle left small right sq
analyses/data/pre_post.csv	p2_description	elephant head look right ... flaccid phallic image view	
analyses/data/pre_post.csv	p2_description	penis hang	
analyses/data/pre_post.csv	p2_description	penis hang	
analyses/data/pre_post.csv	p2_description	rooster chickien  face right	rooster chickien face right
analyses/data/pre_post.csv	p2_description	house  white door	house white door
analyses/data/pre_post.csv	p2_description	sword  triangle handle  long tall	sword triangle handle long tall
analyses/data/pre_post.csv	p2_description	person launch air right fart lol	person launch air right fart
analyses/data/pre_post.csv	p2_description	man take right fart heh	man take right fart
analyses/data/pre_post.csv	p2_description	person stand small letter candle pick :)	person stand small letter candle pick
analyses/data/pre_post.csv	p2_description	bit kind wierd bird  lot triangle come main body	bit kind wierd bird lot triangle come main body
analyses/data/pre_post.csv	p2_description	 lot wee triangle	lot wee triangle
analyses/data/pre_post.csv	p2_description	great play u  bird stand loolke lrft	great play u bird stand loolke lrft
analyses/data/pre_post.csv	p2_description	person kneel arm  right angle	person kneel arm right angle
analyses/data/pre_post.csv	p2_description	claw attach  triangle	claw attach triangle
analyses/data/pre_post.csv	p2_description	castle groove roof  regular house	castle groove roof regular house
analyses/data/pre_post.csv	p2_description	person lie floor not head  big sharp tummy	person lie floor not head big sharp tummy
analyses/data/pre_post.csv	p2_description	human bending left leg kinda spanner lol	human bending left leg kinda spanner
